Contig name,Number of restriction sites,Contig length,Contig coverage,Hi-C contacts mapped to the same contigs,Contig annotation,Is Viral
k141_11260,65,11402,126.726,5506,kluyveri,False
k141_8721,2727,279632,81.0414,72080,waltii,False
k141_11261,27,1732,233.793,636,cerevisiae,False
k141_8725,60,5061,63.6172,1293,paradoxus,False
k141_8726,16,1273,12.163,7,kudriavzevii,False
k141_4245,334,29314,97.3735,10762,kluyveri,False
k141_7962,1787,160431,75.627,33394,wickerhamii,False
k141_11262,211,18129,88.543,3941,Coronavirus,True
k141_8729,106,12327,104.913,5595,kluyveri,False
k141_6938,11,1241,11.0156,25,kudriavzevii,False
k141_3278,785,62243,71.3535,16006,lactis,False
k141_8730,38,2532,88.4723,548,Coronavirus,True
k141_8732,20,1913,54.4027,339,paradoxus,False
k141_8735,25,2389,235.547,1216,cerevisiae,False
k141_6945,42,3482,62.1726,673,paradoxus,False
k141_6948,22,1236,46.8011,92,paradoxus,False
k141_12331,290,23017,271.969,16620,cerevisiae,False
k141_12333,70,4529,293.369,1938,cerevisiae,False
k141_8736,99,9240,53.7243,1400,paradoxus,False
k141_8741,18,1037,10.018,29,kudriavzevii,False
k141_8743,30,2074,47.3846,382,paradoxus,False
k141_8744,33,1880,41.504,175,Coronavirus,True
k141_7967,328,30876,82.3253,7387,mikatae,False
k141_14011,1421,125972,72.5867,33613,lactis,False
k141_6954,150,25352,131.103,9349,kluyveri,False
k141_14012,12,1002,11.4918,39,kudriavzevii,False
k141_8745,192,14051,275.642,13696,Herpesvirus,True
k141_8746,12,2059,158.549,990,uvarum,False
k141_4247,230,21971,82.9134,4327,uvarum,False
k141_4248,14,1126,64.9242,203,Herpesvirus,True
k141_8748,58,3925,54.1134,530,paradoxus,False
k141_14015,97,7976,56.558,1269,paradoxus,False
k141_14016,87,6318,53.9711,764,paradoxus,False
k141_14017,11,1167,15.589,13,kudriavzevii,False
k141_14018,14,1288,9.90334,28,kudriavzevii,False
k141_11263,368,29785,58.2406,6113,Enterovirus,True
k141_790,1354,116665,94.2402,24390,stipitis,False
k141_791,48,4362,74.7241,808,uvarum,False
k141_12334,258,19567,81.7277,2654,mikatae,False
k141_4252,22,1419,12.8511,19,kudriavzevii,False
k141_793,85,2639,472.639,2964,mikatae,False
k141_4253,26,3246,112.677,978,kluyveri,False
k141_799,12,1581,9.76171,20,kudriavzevii,False
k141_6955,322,35057,105.543,12947,kluyveri,False
k141_800,93,8107,61.7158,1953,paradoxus,False
k141_12336,214,16902,289.98,13280,cerevisiae,False
k141_6956,164,12945,78.814,2289,paradoxus,False
k141_6957,16,2072,10.5635,88,kudriavzevii,False
k141_6961,10,1446,12.4552,27,kudriavzevii,False
k141_2407,1929,153728,84.646,30444,stipitis,False
k141_8750,661,51402,113.603,16314,mikatae,False
k141_6962,108,8773,158.847,3867,mikatae,False
k141_6964,40,4238,71.8704,700,Enterovirus,True
k141_2415,138,9780,245.995,6105,cerevisiae,False
k141_12340,41,3157,432.421,2181,cerevisiae,False
k141_802,142,10834,52.8942,1331,paradoxus,False
k141_4259,356,26877,80.4009,6949,mikatae,False
k141_11268,456,42974,79.5043,13208,waltii,False
k141_10507,2224,179225,74.4041,50458,Herpesvirus,True
k141_7970,969,129894,49.571,2927,gossypii,False
k141_11270,114,8714,80.4595,1773,stipitis,False
k141_4263,236,22120,106.53,9932,kluyveri,False
k141_3293,1023,80551,70.3232,13688,Rhinovirus,True
k141_7974,186,16730,76.299,3580,wickerhamii,False
k141_8753,976,82569,318.942,62390,cerevisiae,False
k141_7976,21,2166,12.434,30,kudriavzevii,False
k141_12341,470,47545,87.5905,7350,uvarum,False
k141_7978,83,7702,128.697,3024,paradoxus,False
k141_12344,22,1591,77.9375,546,kluyveri,False
k141_7983,28,2974,92.7989,959,kluyveri,False
k141_7984,138,11481,287.651,10635,cerevisiae,False
k141_11271,140,12318,65.0173,1658,paradoxus,False
k141_2418,544,45357,80.7952,9409,mikatae,False
k141_7987,49,5274,87.9288,1044,Enterovirus,True
k141_11272,107,7175,285.647,14107,cerevisiae,False
k141_11274,37,2423,59.018,399,paradoxus,False
k141_4269,420,27447,101.022,9962,castellii,False
k141_2421,162,13603,333.252,8076,cerevisiae,False
k141_12345,44,5875,102.703,1056,mikatae,False
k141_803,650,61130,81.0737,8877,Influenzavirus,True
k141_12972,1368,111386,75.5288,37437,lactis,False
k141_11275,34,2221,57.508,174,paradoxus,False
k141_12973,13,1137,9.59372,21,Influenzavirus,True
k141_12347,85,9392,106.742,8001,kluyveri,False
k141_12351,25,1016,797.531,2808,cerevisiae,False
k141_7989,171,12924,61.9546,2168,paradoxus,False
k141_12355,57,6984,339.268,4229,cerevisiae,False
k141_3294,533,44430,234.866,22504,Influenzavirus,True
k141_7990,79,5250,240.121,3931,cerevisiae,False
k141_4273,110,8961,62.5941,2219,paradoxus,False
k141_7991,132,9595,58.5982,1643,paradoxus,False
k141_4276,117,13284,110.59,5913,kluyveri,False
k141_7992,88,6053,101.206,3560,castellii,False
k141_14020,1612,222530,48.0816,4799,gossypii,False
k141_4277,81,7538,293.977,9690,cerevisiae,False
k141_3300,14,1375,11.1788,24,kudriavzevii,False
k141_12977,198,17645,59.6575,3693,paradoxus,False
k141_3311,88,5856,296.05,3633,cerevisiae,False
k141_3313,21,1708,280.555,504,cerevisiae,False
k141_6965,2908,194697,92.5274,50643,Enterovirus,True
k141_6966,14,1691,10.22,79,kudriavzevii,False
k141_12359,325,25793,84.0562,5282,mikatae,False
k141_12360,49,4342,60.6923,910,paradoxus,False
k141_805,502,46315,101.659,20064,kluyveri,False
k141_7995,110,9607,58.0009,1968,paradoxus,False
k141_6967,139,12486,92.6699,2821,mikatae,False
k141_6969,9,1200,12.3733,39,kudriavzevii,False
k141_806,31,2187,209.161,3151,cerevisiae,False
k141_7999,24,1598,9.97376,7,Herpesvirus,True
k141_4284,14,1493,11.2547,27,kudriavzevii,False
k141_810,5,1061,446.315,390,waltii,False
k141_8000,25,2601,335.334,1610,cerevisiae,False
k141_8002,20,1308,96.2841,113,cerevisiae,False
k141_6972,105,9611,91.5997,5075,kluyveri,False
k141_6973,4,1081,15.6917,25,kudriavzevii,False
k141_14021,411,38479,79.5565,6321,wickerhamii,False
k141_8006,87,7038,57.9958,992,paradoxus,False
k141_8008,31,2398,317.827,508,cerevisiae,False
k141_1628,2248,294333,47.7677,6149,gossypii,False
k141_1630,16,2103,136.967,873,kluyveri,False
k141_12979,249,24006,102.897,7660,kluyveri,False
k141_1632,21,2782,12.6242,118,kudriavzevii,False
k141_4293,57,6911,94.6137,3719,waltii,False
k141_1633,60,6283,722.116,5455,cerevisiae,False
k141_12981,151,13175,57.3491,1820,paradoxus,False
k141_12987,12,2019,78.9176,294,uvarum,False
k141_812,160,10128,54.0619,1461,paradoxus,False
k141_12988,112,9528,59.2502,1725,paradoxus,False
k141_820,22,1505,125.736,147,cerevisiae,False
k141_822,10,1112,13.4064,29,kudriavzevii,False
k141_1635,312,26097,55.4934,3588,paradoxus,False
k141_6974,139,10541,56.904,2414,paradoxus,False
k141_8755,1399,195344,48.8184,3962,gossypii,False
k141_8760,17,1169,465.594,356,cerevisiae,False
k141_8762,28,1333,75.3254,137,wickerhamii,False
k141_11276,1407,114915,69.8444,23612,wickerhamii,False
k141_12989,229,27579,107.985,11477,Coronavirus,True
k141_14022,391,36044,97.8329,16167,Enterovirus,True
k141_3316,623,56254,80.6038,9046,uvarum,False
k141_4295,220,20449,73.6289,5189,uvarum,False
k141_4296,7,1327,11.5956,89,kudriavzevii,False
k141_12991,114,10886,101.595,3216,Enterovirus,True
k141_11277,308,25691,219.078,12856,cerevisiae,False
k141_11278,51,3930,64.3725,474,paradoxus,False
k141_6977,201,16686,60.1948,3463,paradoxus,False
k141_3317,33,2083,58.0807,238,uvarum,False
k141_3318,20,1496,68.4866,193,uvarum,False
k141_11280,116,10625,94.9126,3708,kluyveri,False
k141_11283,36,2534,13.2567,23,kudriavzevii,False
k141_12368,560,46736,86.4977,9643,stipitis,False
k141_12992,384,32455,290.995,28361,cerevisiae,False
k141_11287,16,1256,53.2107,179,paradoxus,False
k141_12371,22,2337,288.276,1610,cerevisiae,False
k141_3319,135,12276,85.0942,2227,uvarum,False
k141_12999,21,1052,73.9756,267,mikatae,False
k141_11295,85,8287,103.849,3029,kluyveri,False
k141_13006,40,3974,65.0162,814,Coronavirus,True
k141_11298,76,2957,811.278,10472,mikatae,False
k141_6981,96,7642,56.388,2268,paradoxus,False
k141_13013,69,5111,233.52,2996,cerevisiae,False
k141_8764,975,69476,97.2533,16254,stipitis,False
k141_13015,35,2742,53.7882,826,paradoxus,False
k141_8765,24,3222,89.8242,783,uvarum,False
k141_6982,120,9401,52.7196,1136,paradoxus,False
k141_8767,20,2161,12.7305,33,kudriavzevii,False
k141_1638,759,57961,82.5648,13113,mikatae,False
k141_1639,10,1001,94.1434,456,mikatae,False
k141_13027,57,5424,77.8862,636,lactis,False
k141_13029,5,1033,14.5821,64,kudriavzevii,False
k141_11301,29,2621,108.03,1191,kluyveri,False
k141_14023,580,55577,76.6323,7135,uvarum,False
k141_11305,12,1686,12.6276,25,kudriavzevii,False
k141_825,586,50221,95.8378,23663,kluyveri,False
k141_11308,18,2210,10.4704,70,kudriavzevii,False
k141_827,91,5821,264.909,2268,cerevisiae,False
k141_14025,108,11843,89.2271,2436,uvarum,False
k141_831,41,4134,288.242,2348,cerevisiae,False
k141_11311,199,15309,53.7991,2602,paradoxus,False
k141_4298,949,83398,300.55,60967,cerevisiae,False
k141_11313,14,1048,10.5423,125,kudriavzevii,False
k141_13033,11,1348,16.0668,27,kudriavzevii,False
k141_13034,32,2682,144.121,583,mikatae,False
k141_4300,100,8970,55.1019,2502,paradoxus,False
k141_2426,1584,223383,48.701,4082,gossypii,False
k141_3322,296,28454,104.591,11236,kluyveri,False
k141_14027,276,23230,70.4,4126,wickerhamii,False
k141_8769,603,49637,303.953,40210,cerevisiae,False
k141_14033,37,3468,54.1347,489,paradoxus,False
k141_8771,23,1731,9.42062,77,kudriavzevii,False
k141_2428,187,13451,170.493,2565,stipitis,False
k141_11314,60,5127,51.787,828,paradoxus,False
k141_1642,255,21267,69.3385,4475,paradoxus,False
k141_1644,63,6867,73.3088,1875,paradoxus,False
k141_1645,13,1097,8.97043,40,kudriavzevii,False
k141_4301,347,30029,104.008,9537,kluyveri,False
k141_11315,209,18294,221.215,8979,cerevisiae,False
k141_1647,99,9879,74.4953,2422,Coronavirus,True
k141_4303,110,10638,276.007,13459,cerevisiae,False
k141_11319,20,2783,62.6548,899,paradoxus,False
k141_14038,417,35742,94.3478,22110,kluyveri,False
k141_3323,368,31459,63.7301,5075,paradoxus,False
k141_4308,141,11441,51.8927,2038,paradoxus,False
k141_1648,53,1718,206.825,3866,Unmapped,False
k141_4309,37,3539,58.3795,432,paradoxus,False
k141_6983,562,50933,145.254,19664,uvarum,False
k141_1654,13,1324,60.6261,178,paradoxus,False
k141_8772,623,50334,81.6613,9490,mikatae,False
k141_4314,43,3811,59.6526,693,paradoxus,False
k141_8775,71,5971,87.8397,643,Coronavirus,True
k141_14039,359,30605,104.476,15110,kluyveri,False
k141_14040,27,2778,67.9342,665,paradoxus,False
k141_14041,31,3234,104.911,807,kluyveri,False
k141_4324,135,12055,56.847,2296,paradoxus,False
k141_1659,176,13803,280.966,11214,cerevisiae,False
k141_14045,51,4319,58.2387,618,paradoxus,False
k141_1663,48,2961,85.8936,892,kluyveri,False
k141_8777,290,21493,80.3461,4802,mikatae,False
k141_4327,40,4327,397.624,1856,Coronavirus,True
k141_1664,34,3279,58.884,402,paradoxus,False
k141_4330,12,1588,97.7274,238,uvarum,False
k141_4331,31,2250,53.5,327,mikatae,False
k141_4332,18,1413,27.517,20,kudriavzevii,False
k141_8779,68,6625,58.1564,1122,paradoxus,False
k141_4334,14,1533,11.0022,27,kudriavzevii,False
k141_6985,202,32275,49.0897,623,gossypii,False
k141_8780,42,3360,274.027,2060,cerevisiae,False
k141_11324,277,24502,103.236,5152,paradoxus,False
k141_4338,73,4943,80.4776,580,mikatae,False
k141_4340,11,1119,11.3736,15,kudriavzevii,False
k141_3327,425,33550,67.8345,6363,lactis,False
k141_11326,172,13193,85.9668,3962,paradoxus,False
k141_8783,347,30532,76.2228,4730,uvarum,False
k141_6990,21,1637,13.7471,13,kudriavzevii,False
k141_1671,107,8259,65.7631,820,wickerhamii,False
k141_1676,16,1700,89.9806,491,castellii,False
k141_6996,56,4786,51.1268,575,paradoxus,False
k141_6998,15,1333,144.756,152,uvarum,False
k141_1686,20,1037,254.03,537,cerevisiae,False
k141_1689,31,2660,11.3367,33,kudriavzevii,False
k141_8788,167,16560,59.663,2918,paradoxus,False
k141_4347,282,24744,83.6492,3200,uvarum,False
k141_8794,77,5635,55.8693,1378,paradoxus,False
k141_11327,274,23276,80.3389,6817,mikatae,False
k141_4349,11,1736,12.0719,56,kudriavzevii,False
k141_7004,337,23940,56.0968,3279,paradoxus,False
k141_1690,245,20404,67.0122,3575,paradoxus,False
k141_10511,3710,299520,74.6611,91909,lactis,False
k141_14048,1510,119245,74.4827,35164,lactis,False
k141_14050,15,1501,83.5241,1040,kluyveri,False
k141_11329,76,5426,69.5733,859,paradoxus,False
k141_14052,43,4490,62.1551,860,paradoxus,False
k141_11330,32,4021,89.7574,380,uvarum,False
k141_14059,37,2162,95.5934,228,stipitis,False
k141_14061,11,1030,11.7739,7,kudriavzevii,False
k141_833,1277,116592,74.5153,19285,wickerhamii,False
k141_12379,1692,128708,70.3206,44705,lactis,False
k141_8795,1083,85306,297.657,77889,cerevisiae,False
k141_12383,45,4174,84.8613,778,uvarum,False
k141_12385,21,1409,9.45671,28,kudriavzevii,False
k141_14063,172,35593,134.606,12635,kluyveri,False
k141_7008,397,34935,103.199,12295,Influenzavirus,True
k141_1692,518,40188,75.399,7585,mikatae,False
k141_7014,25,2687,97.3074,703,mikatae,False
k141_3328,810,71433,98.9184,28222,kluyveri,False
k141_3329,35,2228,79.3239,395,Influenzavirus,True
k141_4350,499,45821,103.235,15944,kluyveri,False
k141_3330,42,3688,311.195,3328,cerevisiae,False
k141_10514,870,73686,72.645,11919,wickerhamii,False
k141_10515,31,2265,49.3513,244,paradoxus,False
k141_10516,77,5667,64.1347,965,Influenzavirus,True
k141_4351,158,10802,276.095,6895,cerevisiae,False
k141_1693,316,22532,57.1622,4356,paradoxus,False
k141_4354,65,5918,110.817,4737,kluyveri,False
k141_1694,52,4465,229.8,1975,cerevisiae,False
k141_14066,141,12798,84.5314,3642,mikatae,False
k141_10517,117,10496,230.498,5809,Herpesvirus,True
k141_14067,15,1198,11.7452,17,kudriavzevii,False
k141_4359,44,5916,107.931,3620,kluyveri,False
k141_10518,62,6563,88.5916,1891,waltii,False
k141_12386,300,26984,104.729,11125,kluyveri,False
k141_12387,30,2244,123.595,405,paradoxus,False
k141_10521,97,9128,101.549,3543,kluyveri,False
k141_12388,38,3864,164.185,448,uvarum,False
k141_10523,11,1205,10.2133,33,kudriavzevii,False
k141_12389,12,1247,10.8833,20,Influenzavirus,True
k141_12390,35,2647,122.7,1132,kluyveri,False
k141_12393,12,1081,12.8539,24,Influenzavirus,True
k141_12396,19,1378,11.0318,20,kudriavzevii,False
k141_13038,2623,180004,95.2178,53042,castellii,False
k141_4363,21,1222,85.0625,66,stipitis,False
k141_836,579,48857,55.8487,8377,paradoxus,False
k141_11335,936,86756,76.8032,14876,uvarum,False
k141_10527,329,25775,286.019,27071,cerevisiae,False
k141_840,162,12783,61.0807,3271,paradoxus,False
k141_846,9,1159,83.0803,606,Herpesvirus,True
k141_848,13,1706,101.121,340,cerevisiae,False
k141_849,10,1138,14.5607,18,kudriavzevii,False
k141_7015,300,27048,151.143,12284,paradoxus,False
k141_13039,38,2225,10.2039,72,kudriavzevii,False
k141_7016,21,1437,43.0567,27,kudriavzevii,False
k141_11337,192,18467,314.024,14910,cerevisiae,False
k141_11338,11,1442,35.7113,103,Unmapped,False
k141_7020,42,3712,210.178,3405,cerevisiae,False
k141_11342,41,4320,55.4854,1172,paradoxus,False
k141_11345,14,1299,10.9478,35,kudriavzevii,False
k141_12402,204,17249,310.962,15310,cerevisiae,False
k141_11348,62,4965,62.8046,708,paradoxus,False
k141_8796,1551,135432,97.8057,28754,stipitis,False
k141_11349,42,6788,96.7273,2439,uvarum,False
k141_13041,317,25847,71.1012,6321,wickerhamii,False
k141_11350,45,4738,240.346,3330,cerevisiae,False
k141_11351,72,5223,45.23,1766,Coronavirus,True
k141_10528,700,51628,93.9415,13148,castellii,False
k141_10529,55,4359,58.8955,847,paradoxus,False
k141_4365,409,36265,122.51,11997,paradoxus,False
k141_10530,64,2286,528.629,16540,kluyveri,False
k141_7024,113,11881,104.275,1461,uvarum,False
k141_7025,16,2392,100.951,587,mikatae,False
k141_1702,1702,109685,100.73,29549,castellii,False
k141_7026,26,1348,32.5109,167,paradoxus,False
k141_1703,24,2233,128.255,1330,castellii,False
k141_11355,203,18809,72.0225,3915,uvarum,False
k141_1708,13,1360,406.634,1374,cerevisiae,False
k141_12404,158,14623,58.7502,2279,paradoxus,False
k141_13043,22,2729,64.8511,514,paradoxus,False
k141_13044,10,1289,15.1027,19,kudriavzevii,False
k141_1710,15,1610,47.6671,134,paradoxus,False
k141_1712,9,1127,126.812,214,waltii,False
k141_13047,74,5615,78.768,849,uvarum,False
k141_3332,624,43352,102.591,10284,Coronavirus,True
k141_1722,64,6375,77.3783,1368,uvarum,False
k141_12406,260,17655,82.4951,4269,castellii,False
k141_10531,509,37418,284.303,27894,cerevisiae,False
k141_10532,94,7932,57.8534,999,Herpesvirus,True
k141_10535,30,2990,59.5028,421,paradoxus,False
k141_14068,619,60376,97.3236,25656,kluyveri,False
k141_4369,269,25183,92.0022,7221,mikatae,False
k141_1726,287,23058,81.0912,4435,mikatae,False
k141_14070,44,5694,77.8404,1221,paradoxus,False
k141_1730,37,2740,53.7456,388,paradoxus,False
k141_851,626,49996,293.989,41239,cerevisiae,False
k141_10538,132,11824,86.9974,2761,Coronavirus,True
k141_12407,100,11716,86.8837,1533,uvarum,False
k141_13050,235,21644,87.064,6487,paradoxus,False
k141_3335,277,18961,284.523,9892,cerevisiae,False
k141_13051,15,1040,172.018,84,cerevisiae,False
k141_12409,15,2687,111.218,227,uvarum,False
k141_3339,13,1418,59.0237,134,Coronavirus,True
k141_12413,68,7580,60.1184,1506,paradoxus,False
k141_3340,50,8246,358.562,12662,kluyveri,False
k141_1733,382,30291,57.8527,4868,paradoxus,False
k141_11356,531,42000,302.926,30749,cerevisiae,False
k141_12415,134,11468,293.841,9241,cerevisiae,False
k141_2429,5666,481645,84.8443,112358,stipitis,False
k141_2431,10,1794,107.112,1021,Rhinovirus,True
k141_2433,16,2459,153.909,1521,kluyveri,False
k141_14072,198,18056,81.5375,2524,uvarum,False
k141_13052,213,17116,204.17,10597,Influenzavirus,True
k141_10545,444,38260,56.3205,7027,paradoxus,False
k141_2437,48,3142,83.4873,467,mikatae,False
k141_2443,34,2241,12.0277,24,kudriavzevii,False
k141_13058,22,2769,317.26,1920,Influenzavirus,True
k141_10549,102,7156,94.4857,1210,Rhinovirus,True
k141_14075,188,11361,98.6286,1488,stipitis,False
k141_2445,131,10170,57.7772,1417,paradoxus,False
k141_8797,1699,157714,79.388,29155,wickerhamii,False
k141_12416,242,19114,53.549,2911,Coronavirus,True
k141_3346,388,35708,93.1565,12612,kluyveri,False
k141_14077,162,13913,92.3801,2261,uvarum,False
k141_7028,835,69873,71.7666,12643,wickerhamii,False
k141_1736,815,71229,79.2368,8891,uvarum,False
k141_14078,96,6257,77.343,1214,castellii,False
k141_1739,34,2556,73.6363,347,uvarum,False
k141_14079,21,2436,143.064,650,paradoxus,False
k141_1741,14,1312,9.50947,14,kudriavzevii,False
k141_2447,444,44118,107.48,19719,Rhinovirus,True
k141_1743,21,1641,28.3427,54,Unmapped,False
k141_2451,10,1118,334.974,409,cerevisiae,False
k141_14082,82,7292,123.797,3303,Enterovirus,True
k141_10552,819,65768,286.657,49573,cerevisiae,False
k141_14084,53,6195,108.547,2013,kluyveri,False
k141_1745,159,13034,288.533,11940,cerevisiae,False
k141_12421,142,12068,84.8836,2023,castellii,False
k141_2454,106,11065,113.695,5203,Herpesvirus,True
k141_2455,14,1289,11.9298,10,kudriavzevii,False
k141_858,729,57684,87.5315,11625,stipitis,False
k141_11357,556,46841,252.159,28963,cerevisiae,False
k141_859,7,1020,120.105,89,cerevisiae,False
k141_3351,121,9951,73.5543,2319,wickerhamii,False
k141_861,122,11652,55.4868,2151,paradoxus,False
k141_7044,17,2338,81.9383,741,kluyveri,False
k141_12426,228,19886,104.294,10506,kluyveri,False
k141_2456,202,26967,48.1505,388,gossypii,False
k141_1751,303,27258,100.865,10463,kluyveri,False
k141_2458,17,1188,10.1936,114,kudriavzevii,False
k141_8799,760,77292,104.171,32478,kluyveri,False
k141_8800,14,1119,141.848,158,cerevisiae,False
k141_14085,151,37875,129.585,14505,Rhinovirus,True
k141_14086,29,4543,127.907,1490,kluyveri,False
k141_1752,184,16971,109.194,6857,kluyveri,False
k141_14087,75,7422,106.149,2610,kluyveri,False
k141_12427,92,6744,91.4384,1616,stipitis,False
k141_7045,213,19663,60.6699,3411,paradoxus,False
k141_7048,42,3256,85.0183,449,stipitis,False
k141_2459,323,29712,205.385,14326,cerevisiae,False
k141_8801,143,12832,103.681,3842,kluyveri,False
k141_2462,70,5548,103.252,1853,castellii,False
k141_11360,212,17514,288.631,13349,cerevisiae,False
k141_862,302,27911,109.081,13340,kluyveri,False
k141_3354,166,13977,318.653,8414,cerevisiae,False
k141_3361,24,2605,12.0802,28,kudriavzevii,False
k141_12430,153,15718,312.698,8651,Coronavirus,True
k141_12431,19,1234,45.1356,2653,pastoris,False
k141_13060,736,77918,88.0356,28913,waltii,False
k141_13061,12,1147,10.3099,16,kudriavzevii,False
k141_13065,20,2105,736.252,2058,mikatae,False
k141_8803,277,29535,82.3833,8459,waltii,False
k141_4370,1785,149377,72.0534,28995,wickerhamii,False
k141_7049,179,15749,223.073,8408,cerevisiae,False
k141_8804,15,1253,10.8513,20,kudriavzevii,False
k141_863,60,6958,101.177,3067,kluyveri,False
k141_8805,17,1554,416.84,379,paradoxus,False
k141_8806,17,1304,70.1924,86,castellii,False
k141_14089,530,70781,53.9731,1725,gossypii,False
k141_13071,11,1227,11.5822,22,kudriavzevii,False
k141_12433,173,14517,98.5794,6198,kluyveri,False
k141_12434,43,3036,52.2581,293,paradoxus,False
k141_3363,193,17930,77.1681,4843,mikatae,False
k141_3364,15,1983,463.847,1103,cerevisiae,False
k141_12437,13,1420,8.75276,16,kudriavzevii,False
k141_3367,12,1411,201.703,192,cerevisiae,False
k141_864,161,13955,203.42,4837,Rhinovirus,True
k141_14092,231,21768,84.5254,6076,Enterovirus,True
k141_2471,524,44991,76.692,14684,lactis,False
k141_2472,9,1213,15.1355,19,Rhinovirus,True
k141_8807,95,8658,59.6457,1935,paradoxus,False
k141_867,60,4769,242.627,1609,cerevisiae,False
k141_4372,481,39169,78.3538,8278,mikatae,False
k141_14094,59,5421,88.1421,1071,cerevisiae,False
k141_1753,1308,101270,112.795,24443,stipitis,False
k141_14095,16,1764,53.3965,437,paradoxus,False
k141_3374,66,3061,853.128,23544,waltii,False
k141_3375,41,2555,1793.54,23880,waltii,False
k141_1759,18,1380,109.65,179,cerevisiae,False
k141_1760,57,5157,95.5698,924,kluyveri,False
k141_1762,37,3155,59.1235,565,Enterovirus,True
k141_869,15,1519,55.5062,291,paradoxus,False
k141_4378,240,21832,63.9371,4858,paradoxus,False
k141_11363,461,35693,76.7726,8737,lactis,False
k141_2473,123,11262,307.545,7766,cerevisiae,False
k141_11366,27,2061,50.787,253,paradoxus,False
k141_14096,285,27083,100.264,15731,kluyveri,False
k141_1765,137,14733,100.283,6625,kluyveri,False
k141_14097,27,2649,225.865,3951,cerevisiae,False
k141_11367,158,12025,1007.79,39039,mikatae,False
k141_876,265,19197,80.9913,5085,mikatae,False
k141_14101,92,8277,55.5292,1321,Herpesvirus,True
k141_877,34,3578,208.466,1042,cerevisiae,False
k141_8811,225,21437,107.333,11159,Influenzavirus,True
k141_8813,39,3228,61.0975,573,paradoxus,False
k141_8814,16,1722,11.9256,39,kudriavzevii,False
k141_7050,486,43873,82.4746,6492,uvarum,False
k141_881,120,10499,121.581,5183,mikatae,False
k141_1767,320,26349,89.554,10086,mikatae,False
k141_1771,20,1803,101.085,113,uvarum,False
k141_7051,56,4847,62.6153,724,paradoxus,False
k141_886,42,4019,55.3081,766,paradoxus,False
k141_887,13,1108,357.26,700,Coronavirus,True
k141_12439,599,54235,87.7171,14281,Herpesvirus,True
k141_14105,278,25867,105.235,12482,kluyveri,False
k141_8816,215,17413,50.9431,2463,Herpesvirus,True
k141_14108,29,1086,1379.63,26963,paradoxus,False
k141_12440,36,3841,84.052,444,uvarum,False
k141_4382,308,23948,70.2422,6587,lactis,False
k141_14116,53,4761,65.18,864,uvarum,False
k141_4383,9,1083,13.0139,76,kudriavzevii,False
k141_14119,39,2809,60.7018,284,paradoxus,False
k141_4385,32,1586,34.3064,157,paradoxus,False
k141_11370,213,18172,94.3931,6794,Influenzavirus,True
k141_14123,48,3664,11.3122,81,kudriavzevii,False
k141_14125,22,2309,718.88,3707,cerevisiae,False
k141_11371,60,5323,68.6196,1086,paradoxus,False
k141_11376,43,2328,77.4408,546,castellii,False
k141_12442,369,31871,119.767,13306,paradoxus,False
k141_14126,181,14372,152.5,5013,paradoxus,False
k141_3378,378,32655,139.162,13686,cerevisiae,False
k141_888,587,49954,292.913,32588,cerevisiae,False
k141_3386,17,1129,10.667,15,kudriavzevii,False
k141_7052,343,27567,98.0704,10713,kluyveri,False
k141_3391,19,1272,60.2995,407,paradoxus,False
k141_10555,3078,256554,71.2035,52337,wickerhamii,False
k141_10557,19,2556,80.2822,823,wickerhamii,False
k141_4391,126,17650,49.867,430,gossypii,False
k141_10558,89,3611,419.16,9980,cerevisiae,False
k141_7053,95,11032,96.8758,3714,kluyveri,False
k141_12443,241,21683,85.4992,3235,stipitis,False
k141_4396,6,1124,203.49,219,cerevisiae,False
k141_3393,12,1139,11.1881,7,kudriavzevii,False
k141_3394,11,1693,11.7317,57,kudriavzevii,False
k141_12449,8,1202,724.196,705,waltii,False
k141_1772,765,52991,97.059,13263,castellii,False
k141_10560,157,15081,102.647,6342,kluyveri,False
k141_12452,143,10468,74.0529,2185,mikatae,False
k141_889,379,35512,96.6629,16636,kluyveri,False
k141_10561,130,9961,58.5701,1913,Coronavirus,True
k141_11378,354,28718,78.2359,3365,uvarum,False
k141_8819,648,55159,75.5622,10563,wickerhamii,False
k141_1774,30,1995,125.104,450,Enterovirus,True
k141_8827,5,1182,160.336,53,kudriavzevii,False
k141_8829,22,1669,9.57472,52,kudriavzevii,False
k141_10567,70,9583,92.7362,3932,waltii,False
k141_10570,68,4540,236.359,1970,cerevisiae,False
k141_8832,95,6436,55.045,1224,paradoxus,False
k141_4397,163,13517,54.5867,2480,paradoxus,False
k141_14127,777,71261,107.477,33615,kluyveri,False
k141_12453,417,34170,96.3442,7244,stipitis,False
k141_12454,16,1791,230.064,544,cerevisiae,False
k141_12458,41,1834,291.259,1595,paradoxus,False
k141_10571,229,19664,107.62,8960,kluyveri,False
k141_10572,10,1277,71.9334,27,gossypii,False
k141_10573,14,1395,1256.45,2119,paradoxus,False
k141_10574,27,1669,45.4865,263,paradoxus,False
k141_8833,250,27654,89.2644,4727,uvarum,False
k141_8836,10,1002,8.42253,39,kudriavzevii,False
k141_8838,39,4795,94.6095,919,mikatae,False
k141_10575,160,13642,324.654,16340,cerevisiae,False
k141_8840,12,1307,88.6223,133,castellii,False
