Bin,Contig,Restriction sites,Length,Coverage,Self Contact,Type,Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species
MAG_699,"contig_15796, contig_21181, contig_32032, contig_5218, contig_53621",8111,1276804,9549,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_CAG-83,s_Unspecified CAG-83
MAG_7,"contig_11288, contig_11289, contig_11498, contig_11893, contig_12165, contig_13535, contig_13536, contig_13537, contig_13804, contig_13981, contig_18495, contig_18496, contig_18815, contig_21631, contig_21632, contig_21633, contig_27681, contig_33419, contig_33872, contig_47242, contig_55293, contig_55964, contig_56167, contig_56427, contig_57892, contig_5998, contig_60398, contig_684, contig_7279, contig_7592, contig_8333",25384,3553796,21700,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Lawsonibacter,s_Unspecified Lawsonibacter
MAG_70,"contig_14895, contig_17752, contig_18566, contig_29159, contig_31591, contig_32038, contig_33368, contig_36532, contig_37266, contig_50705, contig_50940, contig_51189, contig_53363, contig_53434, contig_54140, contig_57924, contig_59018, contig_59491, contig_7852, contig_9435",11668,1392055,2986,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_Christensenellaceae,g_NSJ-63,s_Unspecified NSJ-63
MAG_700,"contig_22929, contig_41621, contig_45405, contig_49515, contig_54393",2561,366767,336,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_Ruminiclostridium_E,s_Unspecified Ruminiclostridium_E
MAG_701,"contig_15504, contig_21792, contig_2721, contig_51083, contig_5738",11520,1125367,69995,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_702,"contig_1105, contig_13696, contig_13833, contig_21794, contig_38696",23528,2459126,2098,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_703,"contig_5883, contig_60833, contig_60834, contig_8343, contig_889",4043,288948,4318,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_704,"contig_16894, contig_48340, contig_56629, contig_59110, contig_9201",1030,191634,2501,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_705,"contig_31049, contig_38130, contig_48614, contig_53441, contig_5946",3627,325591,7406,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_706,"contig_11287, contig_17977, contig_25042, contig_5093, contig_59076",4046,592422,779,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_707,"contig_32197, contig_34280, contig_3960, contig_52191, contig_56628",1855,363269,144,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_708,"contig_2027, contig_28255, contig_54163, contig_55802, contig_56962",1783,247164,501,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_709,"contig_14134, contig_14147, contig_26273, contig_56453, contig_60053",25326,2849257,17608,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_RGIG1995,s_Unspecified RGIG1995
MAG_71,"contig_10471, contig_15836, contig_23005, contig_25432, contig_27637, contig_29676, contig_31160, contig_39955, contig_40070, contig_42263, contig_4449, contig_45685, contig_4632, contig_51493, contig_52042, contig_5255, contig_53064, contig_56097, contig_58072, contig_59209, contig_60479",15017,1965108,2693,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_SIG483,s_Unspecified SIG483
MAG_710,"contig_19497, contig_20911, contig_30531, contig_41123, contig_50681",4394,573326,1364,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Flavonifractor,s_Unspecified Flavonifractor
MAG_711,"contig_50826, contig_51341, contig_59039, contig_60113, contig_60942",3436,364817,909,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_712,"contig_24374, contig_24377, contig_37733, contig_52500, contig_60527",5146,520974,2171,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_713,"contig_10071, contig_17544, contig_31383, contig_37285, contig_57333",5060,556100,507,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-382,g_SIG622,s_Unspecified SIG622
MAG_714,"contig_10914, contig_18304, contig_32354, contig_462, contig_57169",33289,3107706,14035,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_715,"contig_3919, contig_49779, contig_53005, contig_53041, contig_53047",2913,382674,832,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_716,"contig_37959, contig_46821, contig_53418, contig_5390, contig_5391",3197,263396,1520,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_717,"contig_21027, contig_52056, contig_7273, contig_7560, contig_7599",3876,401817,1402,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_718,"contig_3645, contig_39924, contig_4058, contig_4830, contig_9942",25664,3037836,16249,0,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
MAG_719,"contig_2172, contig_28257, contig_43386, contig_51670, contig_53746",2348,222478,196,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_72,"contig_12413, contig_12417, contig_24554, contig_25039, contig_25040, contig_27974, contig_29990, contig_37118, contig_43251, contig_44320, contig_47484, contig_48811, contig_50748, contig_51789, contig_53305, contig_53613, contig_58970, contig_60595, contig_60819, contig_670",14384,2460754,9132,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_720,"contig_46911, contig_50607, contig_56699, contig_57645, contig_59145",1965,170918,256,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_721,"contig_17210, contig_25460, contig_47598, contig_49624, contig_55797",2415,344977,1012,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_722,"contig_10857, contig_11912, contig_12182, contig_23809, contig_33782",25940,3142309,59495,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_SFTH01,s_Unspecified SFTH01
MAG_724,"contig_11192, contig_32972, contig_52181, contig_55893, contig_58597",3019,533709,3262,0,chromosome,d_Bacteria,k_Bacteria,p_Desulfobacterota_I,c_Desulfovibrionia,o_Desulfovibrionales,f_Desulfovibrionaceae,g_Desulfovibrio,s_Desulfovibrio sp900556755
MAG_725,"contig_11036, contig_30535, contig_34031, contig_45244, contig_53607",2211,275228,9518,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_726,"contig_19730, contig_25816, contig_3653, contig_8082, contig_8083",21141,2823903,27958,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Lawsonibacter,s_Unspecified Lawsonibacter
MAG_727,"contig_15804, contig_2765, contig_54252, contig_54518, contig_58190",26846,3317635,33530,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
MAG_728,"contig_10012, contig_18701, contig_33241, contig_5117, contig_59616",35424,3622415,13518,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_SIG644,s_SIG644 sp017452545
MAG_729,"contig_26372, contig_52036, contig_54445, contig_54681, contig_56564",39911,4433175,7363,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_Acetatifactor,s_Unspecified Acetatifactor
MAG_73,"contig_26193, contig_34780, contig_36104, contig_40307, contig_41904, contig_45445, contig_49569, contig_51910, contig_52171, contig_52988, contig_53774, contig_54697, contig_54981, contig_55997, contig_56467, contig_56549, contig_57890, contig_58875, contig_60789, contig_8087",18551,2688130,9641,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Lawsonibacter,s_Unspecified Lawsonibacter
MAG_730,"contig_13262, contig_15291, contig_2069, contig_3651, contig_51650",29731,3672068,43481,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
MAG_731,"contig_30142, contig_36977, contig_59388, contig_60439, contig_9679",3395,456644,464,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_732,"contig_26175, contig_30774, contig_38507, contig_47190, contig_59595",4743,518643,427,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-382,g_SIG622,s_Unspecified SIG622
MAG_733,"contig_12560, contig_13853, contig_29740, contig_32460, contig_59590",4667,562147,15831,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_734,"contig_3677, contig_5912, contig_59849, contig_6862, contig_6909",3709,542561,8567,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_CAG-83,s_Unspecified CAG-83
MAG_735,"contig_14973, contig_36600, contig_52179, contig_56095, contig_61071",23426,2270212,33216,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_736,"contig_20042, contig_20457, contig_46100, contig_52142, contig_55548",4441,475177,529,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
MAG_737,"contig_21755, contig_3923, contig_59488, contig_60017",21803,2956409,6931,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Dysosmobacter,s_Unspecified Dysosmobacter
MAG_738,"contig_16803, contig_1981, contig_4242, contig_45558, contig_60118",4468,576383,2194,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-917,g_CAG-475,s_Unspecified CAG-475
MAG_739,"contig_13675, contig_18315, contig_3027, contig_4050, contig_53421",2206,298266,1907,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_74,"contig_22105, contig_24777, contig_32431, contig_33390, contig_38666, contig_38668, contig_38669, contig_44526, contig_44899, contig_45159, contig_45932, contig_46184, contig_48839, contig_51036, contig_5261, contig_53622, contig_54978, contig_55750, contig_58328, contig_60152, contig_9510",52614,3704017,5137,0,chromosome,d_Bacteria,k_Bacteria,p_Firmicutes,c_Bacilli,o_Erysipelotrichales,f_Erysipelotrichaceae,g_Holdemania,s_Holdemania sp900120005
MAG_740,"contig_18695, contig_1948, contig_28390, contig_28391, contig_57220",2131,313781,2177,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_741,"contig_12882, contig_14552, contig_22461, contig_39467, contig_41990",2189,319923,102,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_742,"contig_33162, contig_39644, contig_44536, contig_54071, contig_61132",42107,3164099,16586,0,chromosome,d_Bacteria,k_Bacteria,p_Spirochaetota,c_GWE2-31-10,o_GWE2-31-10,f_GWE2-31-10,g_RGIG8597,s_RGIG8597 sp017624275
MAG_743,"contig_10618, contig_55709, contig_56934, contig_59036, contig_7567",21809,2716962,21791,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Pelethomonas,s_Unspecified Pelethomonas
MAG_744,"contig_27663, contig_4743, contig_60964, contig_61015, contig_8899",35904,2720059,35986,0,chromosome,d_Bacteria,k_Bacteria,p_Firmicutes,c_Bacilli,o_Acholeplasmatales,f_Anaeroplasmataceae,g_Pelethenecus,s_Unspecified Pelethenecus
MAG_745,"contig_18577, contig_34090, contig_431, contig_432, contig_57530",4061,265259,28162,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_746,"contig_16663, contig_16806, contig_42977, contig_49897, contig_51458",2114,265950,6213,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_747,"contig_19481, contig_43262, contig_53877, contig_6672, contig_9581",26073,3431427,22090,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_UMGS1883,f_UMGS1540,g_SIG447,s_Unspecified SIG447
MAG_748,"contig_20251, contig_20450, contig_3709, contig_5309, contig_8085",23802,2955611,10882,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_RGIG4709,s_Unspecified RGIG4709
MAG_749,"contig_11491, contig_15673, contig_25249, contig_55233, contig_55428",13571,2332815,10458,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_75,"contig_14745, contig_14747, contig_2082, contig_32311, contig_36321, contig_36322, contig_38098, contig_54448, contig_54449, contig_54451, contig_55033, contig_55034, contig_5541, contig_55665, contig_55666, contig_56512, contig_56513, contig_9567, contig_9568, contig_9574, contig_9575",13752,3125541,24350,0,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Muribaculaceae,g_CAG-485,s_CAG-485 sp000437495
MAG_750,"contig_22161, contig_22927, contig_24126, contig_34249, contig_57992",3100,290484,524,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_751,"contig_18259, contig_31925, contig_4465, contig_45748, contig_57761",18304,2521689,39498,0,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
MAG_752,"contig_19350, contig_58134, contig_671",22483,3240304,96584,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_CAG-170,s_CAG-170 sp004555655
MAG_753,"contig_15320, contig_23339, contig_3665, contig_5041, contig_58754",30932,3222672,2228,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
MAG_754,"contig_2415, contig_36877, contig_4041, contig_46547",28473,3519682,36625,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_RGIG4709,s_Unspecified RGIG4709
MAG_755,"contig_17610, contig_27114, contig_43837, contig_59747, contig_60604",6331,530627,17097,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_756,"contig_30920, contig_40547, contig_52527, contig_54519, contig_54610",29115,3511720,20511,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_Ventricola,s_Unspecified Ventricola
MAG_757,"contig_18430, contig_32270, contig_54695, contig_58847",13296,2384251,36470,0,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
MAG_758,"contig_2263, contig_6943, contig_7886",21769,2703813,12395,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_HGM11327,f_HGM11327,g_SIG351,s_SIG351 sp017935525
MAG_759,"contig_23146, contig_57347, contig_57908",11889,876351,1325,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_76,"contig_22954, contig_24948, contig_25938, contig_26866, contig_26871, contig_26872, contig_30070, contig_40845, contig_40848, contig_5397, contig_54684, contig_55061, contig_55062, contig_55126, contig_56010, contig_56011, contig_56741, contig_57623, contig_57871, contig_58774, contig_8872",31276,3393077,18547,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_CAG-272,s_CAG-272 sp900556615
MAG_760,"contig_22569, contig_24912, contig_24918, contig_27695, contig_59714",16864,2255068,26239,0,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
MAG_761,"contig_239, contig_24123, contig_54197, contig_54570, contig_5521",38430,3822892,6291,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
MAG_762,"contig_41329, contig_41616, contig_48438, contig_59285, contig_60261",1051,154195,500,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_763,"contig_17287, contig_19185, contig_20304, contig_28573, contig_58789",25701,1410252,1886,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_TANB77,f_CAG-508,g_Unspecified CAG-508,s_Unspecified CAG-508
MAG_764,"contig_11728, contig_17781, contig_25575, contig_25576, contig_33194",1869,192390,35043,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_765,"contig_5123, contig_55097, contig_5986, contig_5991, contig_8550",24698,3114360,23191,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
MAG_766,"contig_10526, contig_10555, contig_10561, contig_46925, contig_6778",19444,2604794,11857,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_CAG-448,s_Unspecified CAG-448
MAG_767,"contig_12051, contig_17328, contig_43296, contig_56091, contig_60724",58252,5720999,89069,0,chromosome,d_Bacteria,k_Bacteria,p_Verrucomicrobiota,c_Lentisphaeria,o_Victivallales,f_Victivallaceae,g_Victivallis,s_Victivallis vadensis
MAG_768,"contig_10126, contig_13033, contig_13855, contig_23330, contig_8524",23606,3023840,92445,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_CAG-488,s_CAG-488 sp017935265
MAG_769,"contig_30280, contig_37279, contig_51129, contig_56496, contig_9831",2579,278285,256,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_UBA644,g_UBA644,s_Unspecified UBA644
MAG_77,"contig_18320, contig_20775, contig_28204, contig_33639, contig_38439, contig_39729, contig_40626, contig_42257, contig_45725, contig_45785, contig_46850, contig_49815, contig_49988, contig_51822, contig_52581, contig_54104, contig_54865, contig_56468, contig_58955, contig_6274, contig_8725",7619,2182218,5664,0,chromosome,d_Bacteria,k_Bacteria,p_Verrucomicrobiota,c_Verrucomicrobiae,o_Verrucomicrobiales,f_Akkermansiaceae,g_Akkermansia,s_Akkermansia sp017471985
MAG_770,"contig_11621, contig_39287, contig_54763, contig_60734, contig_60755",9365,1920972,8633,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_RGIG5675,s_Unspecified RGIG5675
MAG_771,"contig_15171, contig_15175, contig_15182, contig_15185, contig_33828",13262,2864665,15029,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_Fournierella,s_Unspecified Fournierella
MAG_772,"contig_11982, contig_11984, contig_20755, contig_32109, contig_53019",23665,2323048,6580,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
MAG_773,"contig_10270, contig_38368, contig_419, contig_44884, contig_50851",2081,366687,244839,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_774,"contig_19999, contig_20000, contig_20462, contig_44585, contig_59979",34676,3250642,17961,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
MAG_775,"contig_33106, contig_34198, contig_44818, contig_49120",21671,2940534,13116,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_SIG598,s_SIG598 sp017936365
MAG_776,"contig_25372, contig_55950, contig_8901",15431,1816265,81027,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-314,g_Fimimonas,s_Fimimonas sp017409765
MAG_777,"contig_11370, contig_11395, contig_522, contig_6135",9661,1237343,1006,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_UMGS1668,s_UMGS1668 sp017847875
MAG_778,"contig_14642, contig_1666, contig_17844, contig_46034",23486,2688080,135503,0,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
MAG_779,"contig_12768, contig_19270, contig_26800, contig_27329, contig_35228",23165,1531857,3228,0,chromosome,d_Bacteria,k_Bacteria,p_Firmicutes,c_Bacilli,o_RF39,f_UBA660,g_UBA6448,s_UBA6448 sp000437315
MAG_78,"contig_1011, contig_11441, contig_12062, contig_12065, contig_12079, contig_12082, contig_12084, contig_12087, contig_33433, contig_33520, contig_33529, contig_33531, contig_33534, contig_56093, contig_59407",19152,3061886,34624,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_780,"contig_41813, contig_44457, contig_4553, contig_52910, contig_57446",20355,2766730,93222,0,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_UBA932,g_Cryptobacteroides,s_Unspecified Cryptobacteroides
MAG_781,"contig_10274, contig_10275, contig_10966, contig_16027",19476,2133642,6430,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_RGIG3013,s_Unspecified RGIG3013
MAG_782,"contig_20915, contig_21247, contig_4328, contig_60366",967,181129,812,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_783,"contig_32746, contig_44973, contig_54093, contig_58841",835,179270,86,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_784,"contig_38250, contig_38251, contig_47594, contig_61016",3133,313583,2842,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_785,"contig_22637, contig_26637, contig_57813, contig_60008",3390,214182,852,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_786,"contig_18380, contig_33013, contig_53965, contig_57905",2166,186538,365,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_Unspecified Acutalibacteraceae,s_Unspecified Acutalibacteraceae
MAG_787,"contig_21710, contig_30560, contig_53628, contig_58411",21424,3263192,90766,0,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
MAG_788,"contig_11280, contig_12572, contig_5727, contig_61028",9383,1225152,306,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_UBA1081,s_Unspecified UBA1081
MAG_789,"contig_19638, contig_29431, contig_34093, contig_41626",4576,460753,227,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_79,"contig_11850, contig_11909, contig_13333, contig_15417, contig_2332, contig_26280, contig_26521, contig_30510, contig_32637, contig_42218, contig_42981, contig_4760, contig_48302, contig_48417, contig_51360, contig_52778, contig_53800, contig_55083, contig_5841, contig_8645",13859,1803879,2378,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_RGIG577,g_Unspecified RGIG577,s_Unspecified RGIG577
MAG_790,"contig_39793, contig_6205",22666,2241374,64622,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_RuminococcuE,s_Unspecified RuminococcuE
MAG_791,"contig_19425, contig_8969",32539,3173471,13271,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Monoglobales,f_Firm-18,g_UBA1775,s_Unspecified UBA1775
MAG_792,"contig_52574, contig_55278, contig_58297, contig_60812",9860,679562,27263,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_793,"contig_33422, contig_40325, contig_55066, contig_8501",2427,204873,637,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_794,"contig_18174, contig_35474, contig_40097, contig_9896",22889,2284591,6187,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_Borkfalkiaceae,g_Scatosoma,s_Unspecified Scatosoma
MAG_795,"contig_19838, contig_57596, contig_888",19048,2428400,12828,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_UMGS1668,s_UMGS1668 sp015067125
