Contig,Restriction sites,Length,Coverage,Self Contact,Bin,Type,Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species
contig_55843,1142,158537,213,0,MAG_277,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Dysosmobacter,s_Unspecified Dysosmobacter
contig_55849,33043,1864994,1431,0,MAG_1259,chromosome,d_Bacteria,k_Bacteria,p_Cyanobacteria,c_Vampirovibrionia,o_Gastranaerophilales,f_Gastranaerophilaceae,g_Unspecified Gastranaerophilaceae,s_Unspecified Gastranaerophilaceae
contig_55850,8296,877277,9440,0,MAG_1434,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_UMGS1696,s_Unspecified UMGS1696
contig_55851,993,114302,1600,0,MAG_1431,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_UMGS1696,s_Unspecified UMGS1696
contig_55853,2491,294519,5023,0,MAG_1432,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_UMGS1696,s_Unspecified UMGS1696
contig_55854,11828,775543,1085,0,MAG_904,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
contig_55857,2709,358292,2642,0,MAG_1181,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_UMGS1484,s_Unspecified UMGS1484
contig_55858,3998,314883,304,0,MAG_462,chromosome,d_Bacteria,k_Bacteria,p_Firmicutes,c_Bacilli,o_Erysipelotrichales,f_Erysipelotrichaceae,g_Traorella,s_Unspecified Traorella
contig_55860_v,3354,166449,56,0,contig_55860_v,phage,d_Virus_v,k_Unspecified _v,p_Virus_v,c_Virus_v,o_Caudoviralev_v,f_Myoviridae_v,g_Unspecified Myoviridae_v,s_Unspecified Myoviridae_v
contig_55872,269,34228,39,0,MAG_89,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_UBA738,s_Unspecified UBA738
contig_55876,5939,603397,475,0,MAG_615,chromosome,d_Bacteria,k_Bacteria,p_Verrucomicrobiota,c_Lentisphaeria,o_Victivallales,f_UBA1829,g_UBA11452,s_UBA11452 sp003526375
contig_55878,5356,552884,268,0,MAG_1392,chromosome,d_Bacteria,k_Bacteria,p_Verrucomicrobiota,c_Lentisphaeria,o_Victivallales,f_UBA1829,g_UBA11452,s_UBA11452 sp003526375
contig_55879,856,86331,60,0,MAG_615,chromosome,d_Bacteria,k_Bacteria,p_Verrucomicrobiota,c_Lentisphaeria,o_Victivallales,f_UBA1829,g_UBA11452,s_UBA11452 sp003526375
contig_55880,1044,111529,134,0,MAG_1393,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_CAG-83,s_Unspecified CAG-83
contig_55883,2475,245781,198,0,MAG_1392,chromosome,d_Bacteria,k_Bacteria,p_Verrucomicrobiota,c_Lentisphaeria,o_Victivallales,f_UBA1829,g_UBA11452,s_UBA11452 sp003526375
contig_55888,446,51094,243,0,MAG_110,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_RUG11130,s_Unspecified RUG11130
contig_55892,1491,123092,182,0,MAG_1674,chromosome,d_Bacteria,k_Bacteria,p_Verrucomicrobiota,c_Lentisphaeria,o_Victivallales,f_Victivallaceae,g_RGIG5270,s_Unspecified RGIG5270
contig_55893,602,117343,638,0,MAG_724,chromosome,d_Bacteria,k_Bacteria,p_Desulfobacterota_I,c_Desulfovibrionia,o_Desulfovibrionales,f_Desulfovibrionaceae,g_Desulfovibrio,s_Desulfovibrio sp900556755
contig_55894,479,58756,68,0,MAG_188,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_SIG640,s_SIG640 sp015064885
contig_55904,326,50037,185,0,MAG_17,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
contig_55906,1517,150742,675,0,MAG_38,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
contig_55918,601,77233,192,0,MAG_206,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_Unspecified Ruminococcaceae,s_Unspecified Ruminococcaceae
contig_55921,216,23125,21,0,MAG_307,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Rikenellaceae,g_AlistipeA,s_AlistipeA indistinctus
contig_55922,4494,586903,267,0,MAG_512,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-382,g_SIG622,s_Unspecified SIG622
contig_55923,2244,202385,288,0,MAG_495,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Anaerotignaceae,g_RGIG5631,s_Unspecified RGIG5631
contig_55928,247,29495,55,0,MAG_33,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-138,g_Unspecified CAG-138,s_Unspecified CAG-138
contig_55931,4513,698411,1323,0,MAG_1376,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Dysosmobacter,s_Unspecified Dysosmobacter
contig_55932,269,40077,41,0,MAG_325,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-138,g_UBA1685,s_UBA1685 sp002320595
contig_55944,590,114510,1126,0,MAG_1031,chromosome,d_Bacteria,k_Bacteria,p_Desulfobacterota_I,c_Desulfovibrionia,o_Desulfovibrionales,f_Desulfovibrionaceae,g_Desulfovibrio,s_Unspecified Desulfovibrio
contig_55950,814,88748,110,0,MAG_776,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-314,g_Fimimonas,s_Fimimonas sp017409765
contig_55953,926,98074,112,0,MAG_132,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
contig_55954,42403,3380714,37366,0,MAG_641,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
contig_55955,1348,141705,80,0,MAG_1825,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
contig_55959,514,39437,20,0,MAG_421,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Phocaeicola,s_Unspecified Phocaeicola
contig_55960,1141,134145,457,0,MAG_384,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_UBA1381,f_UBA1381,g_UBA4716,s_Unspecified UBA4716
contig_55961,966,123013,450,0,MAG_384,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_UBA1381,f_UBA1381,g_UBA4716,s_Unspecified UBA4716
contig_55964,168,18999,47,0,MAG_7,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Lawsonibacter,s_Unspecified Lawsonibacter
contig_55965,698,101045,399,0,MAG_66,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Peptostreptococcales,f_Anaerovoracaceae,g_Fimisoma,s_Fimisoma sp002320005
contig_5597,418,62365,106,0,MAG_1348,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_SFWF01,s_SFWF01 sp900769775
contig_55970,1916,199588,567,0,MAG_859,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
contig_55972,2611,380348,1564,0,MAG_342,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_Pygmaiobacter,s_Unspecified Pygmaiobacter
contig_55984,1888,221074,320,0,MAG_275,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Pelethomonas,s_Unspecified Pelethomonas
contig_55985,1486,217205,421,0,MAG_160,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Butyricicoccaceae,g_Unspecified Butyricicoccaceae,s_Unspecified Butyricicoccaceae
contig_55989,866,116605,102,0,MAG_317,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
contig_5599,633,65047,98,0,MAG_23,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
contig_55993,4582,327948,382,0,MAG_462,chromosome,d_Bacteria,k_Bacteria,p_Firmicutes,c_Bacilli,o_Erysipelotrichales,f_Erysipelotrichaceae,g_Traorella,s_Unspecified Traorella
contig_55997,2356,284784,1044,0,MAG_73,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Lawsonibacter,s_Unspecified Lawsonibacter
contig_55998,1192,152787,596,0,MAG_1683,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_CAG-448,s_Unspecified CAG-448
contig_55999,1159,181981,736,0,MAG_126,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Dysosmobacter,s_Unspecified Dysosmobacter
contig_5600,2010,286939,2462,0,MAG_1790,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
contig_56002_v,359,42692,99,0,contig_56002_v,phage,d_Virus_v,k_Unspecified _v,p_Virus_v,c_Virus_v,o_Caudoviralev_v,f_Siphoviridae_v,g_Unspecified Siphoviridae_v,s_Unspecified Siphoviridae_v
contig_56003,1974,146251,122,0,MAG_390,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
contig_56005,453,44885,43,0,MAG_169,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
contig_56009,5602,802175,3380,0,MAG_1057,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_UMGS1532,s_Unspecified UMGS1532
contig_56010,587,63414,407,0,MAG_76,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_CAG-272,s_CAG-272 sp900556615
contig_56011,3589,371981,2523,0,MAG_76,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_CAG-272,s_CAG-272 sp900556615
contig_56012,7370,722755,167,0,MAG_140,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Avoscillospira,s_Unspecified Avoscillospira
contig_56017,868,131463,228,0,MAG_167,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_ER4,s_Unspecified ER4
contig_56021,472,38849,2013,0,MAG_56,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Eubacteriales,f_Eubacteriaceae,g_Pseudoramibacter,s_Pseudoramibacter fermentans
contig_56025,660,63635,58,0,MAG_177,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_CAG-83,s_CAG-83 sp015067765
contig_56027,723,76100,305,0,MAG_54,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_UBA1381,f_UBA1381,g_RGIG1988,s_Unspecified RGIG1988
contig_56029,1986,215936,399,0,MAG_254,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-382,g_SIG685,s_SIG685 sp015063985
contig_56035,1630,173400,611,0,MAG_4,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_Unspecified Acutalibacteraceae,s_Unspecified Acutalibacteraceae
contig_56040,12760,1423483,3371,0,MAG_932,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_1XD8-76,s_Unspecified 1XD8-76
contig_56046,1262,182176,972,0,MAG_920,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_Borkfalkiaceae,g_Scatosoma,s_Unspecified Scatosoma
contig_56048,1053,110012,382,0,MAG_1726,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
contig_56050,805,108755,72,0,MAG_321,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_Limiplasma,s_Unspecified Limiplasma
contig_56051,12598,1663787,41995,0,MAG_544,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
contig_56057,24226,1311494,805,0,MAG_1197,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
contig_56060,912,131147,477,0,MAG_152,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Dysosmobacter,s_Unspecified Dysosmobacter
contig_56066,389,43787,129,0,MAG_9,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
contig_56070,6301,635846,928,0,MAG_336,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
contig_56072,2676,277404,476,0,MAG_613,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_UBA1381,f_UMGS1253,g_Unspecified UMGS1253,s_Unspecified UMGS1253
contig_56073,118,12044,169,0,MAG_1517,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_Pseudolachnospira,s_Unspecified Pseudolachnospira
contig_56077,902,99886,372,0,MAG_83,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_Fimivivens,s_Fimivivens sp900113995
contig_56079,1137,192641,3693,0,MAG_157,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Dysosmobacter,s_Unspecified Dysosmobacter
contig_56086,504,86348,4107,0,MAG_542,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_Onthenecus,s_Onthenecus sp900199405
contig_56090,49443,5250089,18318,0,MAG_642,chromosome,d_Bacteria,k_Bacteria,p_Verrucomicrobiota,c_Lentisphaeria,o_Victivallales,f_Victivallaceae,g_Victivallis,s_Victivallis lenta
contig_56091,627,54127,563,0,MAG_767,chromosome,d_Bacteria,k_Bacteria,p_Verrucomicrobiota,c_Lentisphaeria,o_Victivallales,f_Victivallaceae,g_Victivallis,s_Victivallis vadensis
contig_56095,322,34879,8,0,MAG_735,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_Faecalimonas,s_Unspecified Faecalimonas
contig_56097,1179,145701,234,0,MAG_71,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_SIG483,s_Unspecified SIG483
contig_56098,534,59240,117,0,MAG_100,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_CAG-170,s_CAG-170 sp900553545
contig_561,650,81150,41,0,MAG_1807,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteB,c_Dehalobacteriia,o_UBA7702,f_UBA7702,g_UBA7702,s_Unspecified UBA7702
contig_56100_p,629,135765,276,0,contig_56100_p,plasmid,d_Bacteria_p,k_Bacteria_p,p_Bacillota_p,c_Bacilli_p,o_Bacillales_p,f_Bacillaceae_p,g_Priestia_p,s_Priestia_megaterium_p
contig_56104,645,59972,46,0,MAG_311,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
contig_5611,267,32561,14,0,MAG_1394,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
contig_56110,664,146831,238,0,MAG_92,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Limivicinus,s_Unspecified Limivicinus
contig_56114,292,27778,10,0,MAG_245,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_UBA737,s_UBA737 sp015066445
contig_56118,1427,164889,3683,0,MAG_1808,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteB,c_Dehalobacteriia,o_UBA4068,f_UBA4068,g_RGIG3155,s_Unspecified RGIG3155
contig_56122,686,46818,39,0,MAG_459,chromosome,d_Bacteria,k_Bacteria,p_Firmicutes,c_Bacilli,o_RF39,f_UBA660,g_Unspecified UBA660,s_Unspecified UBA660
contig_56124,311,50961,7,0,MAG_399,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_SIG332,s_Unspecified SIG332
contig_56127,5506,282933,256,0,MAG_459,chromosome,d_Bacteria,k_Bacteria,p_Firmicutes,c_Bacilli,o_RF39,f_UBA660,g_Unspecified UBA660,s_Unspecified UBA660
contig_56128,851,86625,40,0,MAG_151,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_HGM11514,f_HGM11514,g_HGM11514,s_HGM11514 sp900757255
contig_5613,10578,2549866,22549,0,MAG_1166,chromosome,d_Bacteria,k_Bacteria,p_Desulfobacterota_I,c_Desulfovibrionia,o_Desulfovibrionales,f_Desulfovibrionaceae,g_Mailhella,s_Unspecified Mailhella
contig_56134,417,37755,128,0,MAG_1524,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_Lachnoclostridium_B,s_Unspecified Lachnoclostridium_B
contig_56139,6375,1035009,3851,0,MAG_59,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
contig_56141_v,4088,203578,116,0,contig_56141_v,phage,d_Virus_v,k_Unspecified _v,p_Virus_v,c_Virus_v,o_Caudoviralev_v,f_Siphoviridae_v,g_Unspecified Siphoviridae_v,s_Unspecified Siphoviridae_v
contig_56146,2330,254007,236,0,MAG_251,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
contig_5615,10079,2520796,36259,0,MAG_1243,chromosome,d_Bacteria,k_Bacteria,p_Desulfobacterota_I,c_Desulfovibrionia,o_Desulfovibrionales,f_Desulfovibrionaceae,g_Mailhella,s_Mailhella sp017408905
contig_56151,215,37046,37,0,MAG_1679,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_RUG11247,s_Unspecified RUG11247
contig_56152,3049,282494,671,0,MAG_955,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
contig_5616,1125,144901,1683,0,MAG_527,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
contig_56162,201,35822,99,0,MAG_36,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Lawsonibacter,s_Unspecified Lawsonibacter
contig_56163,324,53646,105,0,MAG_243,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_JAAYXM01,g_SIG480,s_Unspecified SIG480
contig_56167,392,69680,822,0,MAG_7,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Lawsonibacter,s_Unspecified Lawsonibacter
contig_56170,1094,166837,17518,0,MAG_1364,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_UBA932,g_Egerieousia,s_Egerieousia sp017625535
contig_56171,384,56266,5965,0,MAG_1364,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_UBA932,g_Egerieousia,s_Egerieousia sp017625535
contig_56172_v,4550,348551,282,0,contig_56172_v,phage,d_Virus_v,k_Unspecified _v,p_Virus_v,c_Virus_v,o_Caudoviralev_v,f_Siphoviridae_v,g_Unspecified Siphoviridae_v,s_Unspecified Siphoviridae_v
contig_56173,2561,290563,1336,0,MAG_880,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_UBA11512,s_UBA11512 sp003522145
contig_56175,498,63131,72,0,MAG_911,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Lawsonibacter,s_Unspecified Lawsonibacter
contig_56179,776,82468,110,0,MAG_125,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_Faecalimonas,s_Unspecified Faecalimonas
contig_56189,2087,336142,895,0,MAG_538,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_CAG-83,s_CAG-83 sp003487665
contig_56190,876,108243,65,0,MAG_244,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Avoscillospira,s_Unspecified Avoscillospira
contig_56196,1060,174960,459,0,MAG_59,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
contig_56198,385,63740,860,0,MAG_1443,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Avoscillospira,s_Unspecified Avoscillospira
contig_5620,4533,708369,998,0,MAG_1376,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Dysosmobacter,s_Unspecified Dysosmobacter
contig_56202,595,103080,258,0,MAG_59,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
contig_56205,4035,302768,401,0,MAG_462,chromosome,d_Bacteria,k_Bacteria,p_Firmicutes,c_Bacilli,o_Erysipelotrichales,f_Erysipelotrichaceae,g_Traorella,s_Unspecified Traorella
contig_56206,1277,96141,93,0,MAG_462,chromosome,d_Bacteria,k_Bacteria,p_Firmicutes,c_Bacilli,o_Erysipelotrichales,f_Erysipelotrichaceae,g_Traorella,s_Unspecified Traorella
contig_56209,246,32840,522,0,MAG_1487,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_Ruminococcus,s_Ruminococcus sp015066935
contig_56210,1087,107688,79,0,MAG_1744,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_RUG12395,s_RUG12395 sp015064505
contig_56213,2658,441636,3971,0,MAG_185,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Pelethomonas,s_Pelethomonas sp900555795
contig_56214_p,478,67443,57,0,contig_56214_p,plasmid,d_Bacteria_p,k_Bacteria_p,p_Pseudomonadota_p,c_Alphaproteobacteria_p,o_Hyphomicrobiales_p,f_Rhizobiaceae_p,g_Neorhizobium_p,s_Neorhizobium_galegae_p
contig_56217,1128,117087,229,0,MAG_31,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_Christensenellaceae,g_NSJ-63,s_NSJ-63 sp014384805
contig_56221,1103,117942,362,0,MAG_1755,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_CAG-170,s_CAG-170 sp900553545
contig_56236,838,100780,230,0,MAG_294,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_Unspecified CAG-74,s_Unspecified CAG-74
contig_56237,253,28840,15,0,MAG_15,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_Unspecified CAG-74,s_Unspecified CAG-74
contig_56238,548,69822,54,0,MAG_15,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_Unspecified CAG-74,s_Unspecified CAG-74
contig_56246,1967,159747,211,0,MAG_135,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Marinifilaceae,g_Butyricimonas,s_Butyricimonas virosa
contig_56249,998,208951,1201,0,MAG_50,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Muribaculaceae,g_UBA7173,s_UBA7173 sp900545955
contig_56256,3757,340079,450,0,MAG_336,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
