Bin index,Kingdom,Phylum,Class,Order,Family,Genus,Species,Customized annotation
MAG_246,Bacteria,FirmicuteA,Clostridia,Peptostreptococcales,Anaerovoracaceae,Copromorpha,,
MAG_247,Bacteria,FirmicuteA,Clostridia,Christensenellales,,,,
MAG_248,Bacteria,FirmicuteA,Clostridia,Oscillospirales,RGIG8002,RGIG8002,,
MAG_249,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_25,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,RUG11130,,
MAG_250,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,,
MAG_251,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_252,Bacteria,FirmicuteC,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus fermentans,
MAG_253,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,CAG-170 sp003516765,
MAG_254,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-382,SIG685,SIG685 sp015063985,
MAG_255,Bacteria,FirmicuteA,Clostridia,Eubacteriales,Anaerofustaceae,RUG14186,,
MAG_256,,,,,,,,
MAG_257,Bacteria,FirmicuteA,Clostridia,Oscillospirales,QAMX01,RUG11797,RUG11797 sp015068345,
MAG_258,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_259,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp017398695,
MAG_26,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,Faecivicinus,,
MAG_260,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_261,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_262,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_263,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,RUG11130,,
MAG_264,Bacteria,Firmicutes,Bacilli,RF39,UBA660,UMGS1613,,
MAG_265,,,,,,,,
MAG_266,,,,,,,,
MAG_267,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-873,CAG-873 sp900550395,
MAG_268,,,,,,,,
MAG_269,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,Ruthenibacterium,Ruthenibacterium lactatiformans,
MAG_27,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,UBA3818,UBA3818 sp002369315,
MAG_270,Bacteria,FirmicuteA,Clostridia,TANB77,CAG-508,,,
MAG_271,Bacteria,FirmicuteA,Clostridia,Peptostreptococcales,Anaerovoracaceae,RGIG7179,,
MAG_272,Bacteria,FirmicuteB,Dehalobacteriia,UBA4068,UBA4068,RGIG3155,,
MAG_273,,,,,,,,
MAG_274,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,RUG806,RUG806 sp017625435,
MAG_275,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Pelethomonas,,
MAG_276,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,RGIG2066,,
MAG_277,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_278,,,,,,,,
MAG_279,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Butyricicoccaceae,,,
MAG_28,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,,,
MAG_280,,,,,,,,
MAG_281,,,,,,,,
MAG_282,,,,,,,,
MAG_283,,,,,,,,
MAG_284,,,,,,,,
MAG_285,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Anaeroplasmataceae,,,
MAG_286,,,,,,,,
MAG_287,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,UMGS1696,,
MAG_288,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,RUG806,,
MAG_289,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,RGIG6097,,
MAG_29,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,RUG420,,
MAG_290,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,Limiplasma,,
MAG_291,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Butyricicoccaceae,UBA4644,,
MAG_292,,,,,,,,
MAG_293,,,,,,,,
MAG_294,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,,,
MAG_295,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,RGIG4076,,
MAG_296,Bacteria,FirmicuteA,Clostridia,TANB77,CAG-508,CAG-269,,
MAG_297,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,UBA1224,,
MAG_298,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,,
MAG_299,Bacteria,FirmicuteA,Clostridia,Christensenellales,UBA1242,UBA11490,,
MAG_3,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,,
MAG_30,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Bariatricus,,
MAG_300,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,DSM-108975,DSM-108975 sp014982715,
MAG_301,,,,,,,,
MAG_302,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia sp015062005,
MAG_303,Bacteria,FirmicuteA,Clostridia,TANB77,CAG-508,Scatovivens,,
MAG_304,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,,,
MAG_305,Bacteria,FirmicuteA,Clostridia,Christensenellales,UBA1750,SIG373,,
MAG_306,,,,,,,,
MAG_307,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,AlistipeA,AlistipeA indistinctus,
MAG_308,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,QALR01,,
MAG_309,,,,,,,,
MAG_31,Bacteria,FirmicuteA,Clostridia,Christensenellales,Christensenellaceae,NSJ-63,NSJ-63 sp014384805,
MAG_310,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,,
MAG_311,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_312,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,CAG-448,,
MAG_313,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1491,,
MAG_314,,,,,,,,
MAG_315,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas,Butyricimonas virosa,
MAG_316,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_317,,,,,,,,
MAG_318,,,,,,,,
MAG_319,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_32,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_320,,,,,,,,
MAG_321,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,Limiplasma,,
MAG_322,,,,,,,,
MAG_323,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_324,,,,,,,,
MAG_325,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-138,UBA1685,UBA1685 sp002320595,
MAG_326,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,UBA11524,,
MAG_327,,,,,,,,
MAG_328,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Butyricicoccaceae,SIG471,SIG471 sp015068285,
MAG_329,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Anaerotignaceae,SIG274,,
MAG_33,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-138,,,
MAG_330,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,,,
MAG_331,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,Cryptobacteroides sp015060395,
MAG_332,Bacteria,FirmicuteA,Clostridia,Christensenellales,,,,
MAG_333,,,,,,,,
MAG_334,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Butyricicoccaceae,UBA4644,,
MAG_335,,,,,,,,
MAG_336,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_337,Bacteria,FirmicuteA,Clostridia,UBA1381,UBA1381,,,
MAG_338,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Heteroscilispira,,
MAG_339,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,SIG603,SIG603 sp017935165,
MAG_34,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_340,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_341,Bacteria,FirmicuteA,Clostridia,Christensenellales,Christensenellaceae,,,
MAG_342,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,Pygmaiobacter,,
MAG_343,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_344,,,,,,,,
MAG_345,,,,,,,,
MAG_346,,,,,,,,
MAG_347,,,,,,,,
MAG_348,,,,,,,,
MAG_349,,,,,,,,
MAG_35,,,,,,,,
MAG_350,Bacteria,Proteobacteria,Alphaproteobacteria,RF32,UBA3637,RGIG4140,RGIG4140 sp017467335,
MAG_351,Bacteria,Spirochaetota,Spirochaetia,Treponematales,Treponemataceae,Treponema_D,Treponema_D berlinense,
MAG_352,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UBA5905,,
MAG_353,,,,,,,,
MAG_354,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,,,
MAG_355,,,,,,,,
MAG_356,,,,,,,,
MAG_357,Bacteria,FirmicuteA,Clostridia,Oscillospirales,QAMX01,RUG11797,RUG11797 sp015068345,
MAG_358,Bacteria,FirmicuteA,Clostridia,Peptostreptococcales,Anaerovoracaceae,RGIG7179,,
MAG_359,,,,,,,,
MAG_36,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Lawsonibacter,,
MAG_360,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_361,,,,,,,,
MAG_362,,,,,,,,
MAG_363,,,,,,,,
MAG_364,,,,,,,,
MAG_365,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_366,,,,,,,,
MAG_367,,,,,,,,
MAG_368,,,,,,,,
MAG_369,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Longicatena,,
MAG_37,,,,,,,,
MAG_370,Bacteria,FirmicuteA,Clostridia,Oscillospirales,UBA644,UBA644,,
MAG_371,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,UBA1740,,
MAG_372,,,,,,,,
MAG_373,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_374,,,,,,,,
MAG_375,,,,,,,,
MAG_376,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1279,,
MAG_377,,,,,,,,
MAG_378,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,Bittarella,Bittarella massiliensis,
MAG_379,,,,,,,,
MAG_38,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_380,,,,,,,,
MAG_381,Bacteria,FirmicuteA,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,,
MAG_382,Bacteria,FirmicuteB,Dehalobacteriia,UBA4068,,,,
MAG_383,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,RGIG1893,RGIG1893 sp017397075,
MAG_384,Bacteria,FirmicuteA,Clostridia,UBA1381,UBA1381,UBA4716,,
MAG_385,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Enterenecus,,
MAG_386,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,
MAG_387,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-382,SIG685,,
MAG_388,,,,,,,,
MAG_389,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UBA1081,,
MAG_39,,,,,,,,
MAG_390,,,,,,,,
MAG_391,Bacteria,Firmicutes,Bacilli,RF39,UBA660,Aphodocola,,
MAG_392,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Lawsonibacter,,
MAG_393,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,,,
MAG_394,,,,,,,,
MAG_395,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,DTU089,,
MAG_396,,,,,,,,
MAG_397,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,,,
MAG_398,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_399,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,SIG332,,
MAG_4,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,,,
MAG_40,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_400,Bacteria,FirmicuteA,Clostridia,UBA1381,UBA1381,RGIG9115,,
MAG_401,,,,,,,,
MAG_402,,,,,,,,
MAG_403,Bacteria,Firmicutes,Bacilli,RFN20,CAG-449,,,
MAG_404,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_405,,,,,,,,
MAG_406,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-917,CAG-475,,
MAG_407,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,,
MAG_408,,,,,,,,
MAG_409,,,,,,,,
MAG_41,Bacteria,FirmicuteA,Clostridia,Eubacteriales,Anaerofustaceae,,,
MAG_410,Bacteria,FirmicuteA,Clostridia,Clostridiales,Clostridiaceae,Clostridium_G,Clostridium_G cochlearium,
MAG_411,,,,,,,,
MAG_412,Bacteria,FirmicuteB,Dehalobacteriia,UBA4068,UBA5755,,,
MAG_413,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,RGIG1743,RGIG1743 sp017399105,
MAG_414,Bacteria,FirmicuteA,Clostridia,Christensenellales,UBA1242,,,
MAG_415,Bacteria,FirmicuteA,Clostridia,UBA1381,UBA1381,UBA4716,,
MAG_416,,,,,,,,
MAG_417,,,,,,,,
MAG_418,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,UMGS1696,,
MAG_419,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_42,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1264,,
MAG_420,,,,,,,,
MAG_421,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,,
MAG_422,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Pseudolachnospira,,
MAG_423,,,,,,,,
MAG_424,,,,,,,,
MAG_425,,,,,,,,
MAG_426,Bacteria,FirmicuteA,Clostridia,Christensenellales,Borkfalkiaceae,Scatosoma,Scatosoma sp017467265,
MAG_427,,,,,,,,
MAG_428,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,RGIG3159,,
MAG_429,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAJOIG01,,
MAG_43,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,Faecousia sp017936205,
MAG_430,,,,,,,,
MAG_431,,,,,,,,
MAG_432,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,UBA738,,
MAG_433,,,,,,,,
MAG_434,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,,,
MAG_435,,,,,,,,
MAG_436,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,,,
MAG_437,,,,,,,,
MAG_438,,,,,,,,
MAG_439,Bacteria,FirmicuteA,Clostridia,Christensenellales,UBA1750,Spyradocola,,
MAG_44,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,,
MAG_440,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,Ventricola,,
MAG_441,,,,,,,,
MAG_442,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Lawsonibacter,,
MAG_443,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,Heteroruminococcus,Heteroruminococcus sp017847995,
MAG_444,,,,,,,,
MAG_445,,,,,,,,
MAG_446,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,RGIG2066,,
MAG_447,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,UMGS1696,,
MAG_448,,,,,,,,
MAG_449,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,RGIG3159,,
MAG_45,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,,,
MAG_450,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,RGIG2066,,
MAG_451,,,,,,,,
MAG_452,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_453,,,,,,,,
MAG_454,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_455,,,,,,,,
MAG_456,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1491,UMGS1491 sp017432165,
MAG_457,,,,,,,,
MAG_458,,,,,,,,
MAG_459,Bacteria,Firmicutes,Bacilli,RF39,UBA660,,,
MAG_46,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Lawsonibacter,Lawsonibacter sp905215425,
MAG_460,Bacteria,FirmicuteA,Clostridia,Peptostreptococcales,Anaerovoracaceae,RGIG7179,RGIG7179 sp016302925,
MAG_461,Bacteria,FirmicuteA,Clostridia,Peptostreptococcales,Anaerovoracaceae,Copromorpha,,
MAG_462,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Traorella,,
MAG_463,,,,,,,,
MAG_464,,,,,,,,
MAG_465,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,SFTH01,,
MAG_466,,,,,,,,
MAG_467,,,,,,,,
MAG_468,,,,,,,,
MAG_469,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_47,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,SFTH01,,
MAG_470,,,,,,,,
MAG_471,,,,,,,,
MAG_472,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,InstestinimonaA,InstestinimonaA gabonensis,
MAG_473,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,RGIG4576,,
MAG_474,,,,,,,,
MAG_475,,,,,,,,
MAG_476,,,,,,,,
MAG_477,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UBA5905,,
MAG_478,,,,,,,,
MAG_479,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola sp015060705,
MAG_48,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Merdiplasma,,
MAG_480,,,,,,,,
MAG_481,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,,
MAG_482,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,,,
MAG_483,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,CAG-170 sp002404795,
MAG_484,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_485,,,,,,,,
MAG_486,,,,,,,,
MAG_487,,,,,,,,
MAG_488,,,,,,,,
MAG_489,,,,,,,,
MAG_49,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_490,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,Limiplasma,,
MAG_491,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_492,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,RUG626,,
MAG_493,,,,,,,,
MAG_494,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas,Butyricimonas virosa,
MAG_495,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Anaerotignaceae,RGIG5631,,
MAG_496,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_497,,,,,,,,
MAG_498,,,,,,,,
MAG_499,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,SFTH01,,
MAG_5,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,RUG11247,,
MAG_50,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,UBA7173,UBA7173 sp900545955,
MAG_500,,,,,,,,
MAG_501,Bacteria,FirmicuteA,Clostridia,Oscillospirales,SIG530,SIG530,SIG530 sp015067075,
MAG_502,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,,
MAG_503,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_504,,,,,,,,
MAG_505,,,,,,,,
MAG_506,,,,,,,,
MAG_507,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,,
MAG_508,,,,,,,,
MAG_509,,,,,,,,
MAG_51,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,SIG598,SIG598 sp015065975,
MAG_510,,,,,,,,
MAG_511,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-382,UMGS1307,UMGS1307 sp017436675,
MAG_512,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-382,SIG622,,
MAG_513,,,,,,,,
MAG_514,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,HGM04593,HGM04593 sp017442185,
MAG_515,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,,,
MAG_516,,,,,,,,
MAG_517,,,,,,,,
MAG_518,,,,,,,,
MAG_519,Bacteria,FirmicuteA,Clostridia,Christensenellales,UBA1750,Spyradocola,,
MAG_52,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,RGIG6097,,
MAG_520,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Bariatricus,,
MAG_521,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_522,Bacteria,FirmicuteA,Clostridia,Christensenellales,Borkfalkiaceae,UBA7597,,
MAG_523,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,RUG11247,,
MAG_524,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,,,
MAG_525,,,,,,,,
MAG_526,,,,,,,,
MAG_527,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_528,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_529,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_53,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,,,
MAG_530,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_531,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Mailhella,,
MAG_532,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_Q,Eubacterium_Q sp017634555,
MAG_533,,,,,,,,
MAG_534,,,,,,,,
MAG_535,,,,,,,,
MAG_536,,,,,,,,
MAG_537,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_538,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp003487665,
MAG_539,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,Limiplasma,,
MAG_54,Bacteria,FirmicuteA,Clostridia,UBA1381,UBA1381,RGIG1988,,
MAG_540,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_541,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,JAGTTR01,,
MAG_542,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,Onthenecus,Onthenecus sp900199405,
MAG_543,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Mailhella,,
MAG_544,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_545,,,,,,,,
MAG_546,,,,,,,,
MAG_547,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,Dysosmobacter sp004558115,
MAG_548,,,,,,,,
MAG_549,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Heteroscilispira,,
MAG_55,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,,,
MAG_550,,,,,,,,
MAG_551,Bacteria,FirmicuteA,Clostridia,Christensenellales,DTU072,CAG-1782,,
MAG_552,,,,,,,,
MAG_553,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-552,UBA10677,,
MAG_554,,,,,,,,
MAG_555,,,,,,,,
MAG_556,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,RGIG6375,,
MAG_557,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_558,,,,,,,,
MAG_559,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_56,Bacteria,FirmicuteA,Clostridia,Eubacteriales,Eubacteriaceae,Pseudoramibacter,Pseudoramibacter fermentans,
MAG_560,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,SIG588,SIG588 sp015065885,
MAG_561,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,QALR01,,
MAG_562,Bacteria,Firmicutes,Bacilli,ML615J-28,CAG-698,,,
MAG_563,,,,,,,,
MAG_564,,,,,,,,
MAG_565,,,,,,,,
MAG_566,Bacteria,FirmicuteA,Clostridia,UBA1381,UBA1381,RGIG9115,,
MAG_567,,,,,,,,
MAG_568,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,Faecivivens,,
MAG_569,,,,,,,,
MAG_57,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,Angelakisella,,
MAG_570,,,,,,,,
MAG_571,,,,,,,,
MAG_572,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,SFTH01,,
