Contig index,The number of restriction sites,Contig length,Contig coverage
contig_58578,434,44023,83
contig_58579,934,91402,164
contig_58580,1265,158711,197
contig_58582,1386,130398,698
contig_58584,5042,415151,148
contig_58589,2045,108492,662
contig_58590,1605,224716,260
contig_58593,931,54763,28
contig_58594,297,26170,99
contig_58596,514,54548,1215
contig_58597,791,129979,541
contig_58598,2119,303801,759
contig_58599,853,94891,7
contig_586,3791,210743,161
contig_58601,172,21053,435
contig_58602,2515,266535,381
contig_58603,765,114115,1061
contig_58608,4977,473807,773
contig_58609,1358,191869,90
contig_58610,188,29136,18
contig_58611,381,39604,172
contig_58613,241,44682,148
contig_58625,370,49895,157
contig_58626,849,104873,157
contig_58629,357,26892,243
contig_58630,1342,140715,574
contig_58632,983,125402,166
contig_58634,921,99238,547
contig_58636,1146,162915,119
contig_58637,551,53223,367
contig_58638,1262,142911,308
contig_58640,352,76660,311
contig_58641,1444,123827,199
contig_58643,1069,110903,299
contig_58647,2102,222943,106
contig_58649,2534,165540,309
contig_58651,316,35237,24
contig_58652,757,45652,286
contig_58654,739,163333,46
contig_58656,429,67773,1358
contig_58659,1867,223582,135
contig_58663,404,39202,250
contig_58666,449,59409,25212
contig_58667,473,82133,78
contig_58672,864,114249,709
contig_58674,789,28472,149
contig_58678,480,83527,1127
contig_58679,531,99536,187
contig_58681,824,105525,235
contig_58682,535,65753,1633
contig_58685,7182,896137,72
contig_58689,745,96720,144
contig_58691,580,116844,79
contig_58698,270,36276,164
contig_58700,1434,85435,52687
contig_58703,282,117529,141
contig_58709,229,42740,144
contig_58713,868,105917,17
contig_58714,240,26790,558
contig_58717,4205,442133,164
contig_58718,739,113016,59
contig_58720,359,48800,31
contig_58723,172,26724,663
contig_58724,1448,207553,93
contig_58725,709,79772,136
contig_58727,593,70426,1825
contig_58730,351,44210,185
contig_58736,620,115877,92
contig_5874,2290,206555,649
contig_58744,398,52581,3041
contig_58745,1376,175447,26
contig_58748,201,22170,41
contig_58752,618,77807,611
contig_58754,2725,299575,422
contig_58756,1550,271438,109
contig_5876,515,51307,168
contig_58760,1245,121666,108
contig_58761,934,156800,939
contig_58764,340,41793,740
contig_58766,1452,183314,9
contig_58767,599,58817,172
contig_58769,1277,136388,161
contig_58771,2160,223164,519
contig_58774,973,101340,3083
contig_58775,24197,1341722,1046
contig_5878,8906,953108,6
contig_58784,168,17856,222
contig_58785,6541,318965,172
contig_58787,2149,276897,1
contig_58789,162,8083,45
contig_5879,279,44086,197
contig_58790,1207,154604,213
contig_58793,805,58029,31
contig_58799,754,68598,3
contig_58801,343,29377,69
contig_58804,693,61916,572
contig_58809,1202,181640,109
contig_58810,409,45189,980
contig_58815,9039,902935,24
contig_58818,262,31657,25
contig_58821,192,32916,2722
contig_58823,804,95329,1610
contig_58826,624,134923,21
contig_58829,168,22988,46
contig_5883,549,31492,159
contig_58830,746,76921,37
contig_58834,546,59528,12391
contig_58838,8383,1019904,23
contig_58841,136,27037,107
contig_58842,875,84782,321
contig_58845,1542,170300,6972
contig_58847,3861,526504,34
contig_58848,351,40246,91
contig_58849,562,67676,909
contig_58851,6506,629239,532
contig_58855,334,43420,274
contig_58856,658,106964,367
contig_58858,3963,447685,115
contig_58860,731,94901,58
contig_58861,814,84151,820
contig_58863,1345,223008,152
contig_58864,570,77179,26
contig_58870,120,21959,192
contig_58871,986,138823,190
contig_58874,2768,269894,409
contig_58875,798,118395,536
contig_5888,220,16707,41
contig_58883,1356,77303,89
contig_58888,641,68389,183
contig_58891,431,66285,47
contig_58893,483,63884,55
contig_58894,192,33512,5873
contig_58897,807,103771,379
contig_58902,461,30712,46
contig_58903,228,31250,416
contig_58904,2450,289674,61
contig_58906,677,61686,56
contig_58913,117,22509,126
contig_58915,1075,117354,212
contig_5892,64,6783,115
contig_58920,315,43623,3552
contig_58930,438,86348,522
contig_58931,150,40879,151
contig_58932,1257,121129,307
contig_58933,508,64709,280
contig_58934,504,63496,183
contig_58938,91,11531,2619
contig_58946,1869,186942,6147
contig_58949,2936,202595,470
contig_58950,2153,251903,143
contig_58955,230,51741,315
contig_58958,148,14323,265
contig_58959,1679,176253,317
contig_5896,1161,139085,454
contig_58961,719,71666,32
contig_58962,150,23346,3768
contig_58963,10263,1108223,331
contig_58967,1345,147597,1969
contig_58968,612,65247,235
contig_5897,5333,867097,2149
contig_58970,3072,516936,875
contig_58971,80,24078,78
contig_58973,340,41246,230
contig_58974,664,143891,271
contig_58976,1630,175157,437
contig_58980,1986,263881,1024
contig_58982,2101,435503,235
contig_58984,1938,173792,54
contig_58987,467,62784,116
contig_58989,298,52815,14230
contig_58990,6455,660019,48
contig_58994,538,56124,168
contig_58999,407,56406,343
contig_5900,1149,109683,166
contig_59001,988,59255,118
contig_59003,702,77757,139
contig_59005,1839,148027,421
contig_59008,1463,203742,126
contig_59009,1002,130425,214
contig_59015,473,55784,401
contig_59016,2718,525664,84
contig_59018,501,47083,31
contig_59020,281,39816,102
contig_59022,392,74556,21
contig_59025,74,8985,69
contig_59030,496,69175,171
contig_59031,953,93457,135
contig_59034,961,105356,364
contig_59035,621,79977,6234
contig_59036,6561,827294,437
contig_59039,1504,160583,226
contig_5904,802,97454,110
contig_59042,786,81175,29296
contig_59043,13525,1942996,191
contig_59048,2479,200683,178
contig_59052,534,59398,78
contig_59054,572,63187,100
contig_59058,358,44562,139
contig_5906,1174,158679,1620
contig_59064,454,58216,413
contig_59065,2330,133014,3776
contig_59066,196,53900,1286
contig_59067,10331,884685,1265
contig_59068,453,47878,369
contig_59069,492,61077,1385
contig_5907,3078,469076,134
contig_59071,200,30436,85
contig_59072,416,48236,52
contig_59076,651,91228,283
contig_59080,1463,169950,39
contig_59082,427,43086,20049
contig_59083,40,22812,141
contig_59084,376,54595,135
contig_59085,290,43277,458
contig_59087,1337,177699,432
contig_59089,2293,289795,212
contig_59090,886,99057,1844
contig_59091,5314,542547,163
contig_59092,1042,116907,118
contig_59098,1591,136123,750
contig_59099,1500,175834,281
contig_59100,2110,254136,228
contig_59103,1833,198286,89
contig_59108,400,45664,2328
contig_59110,117,10777,2185
contig_59111,74,25733,134
contig_59113,2302,203163,3258
contig_59117,35180,1980737,356
contig_5912,1230,185643,59
contig_59129,201,31488,3248
contig_5913,2223,332292,2819
contig_59133,1367,121460,275
contig_59136,535,52430,162
contig_59142,902,99860,171
contig_59143,608,79563,55
contig_59145,304,28201,213
contig_59149,1173,118390,226
contig_59156,968,135400,180
contig_59158,165,43970,101
contig_59159,699,116779,177
contig_59161,520,93206,1543
contig_59167,1030,179745,307
contig_59171,23,6410,181
contig_59172,901,52087,315
contig_59174,1182,142739,478
contig_59175,1334,156201,2556
contig_59176,13211,2553557,3700
contig_59177,2235,301822,1584
contig_59180,1124,242702,16
contig_59181,2523,181453,46
contig_59192,117,7615,473
contig_59197,2332,295975,185
contig_59199,723,75887,109079
contig_592,1415,238689,56
contig_59204,735,63825,150
contig_59209,993,110324,518
contig_59212,613,62433,111
contig_59213,476,56916,126
contig_59216,829,81942,300
contig_59217,1959,305386,96
contig_59218,525,47042,674
contig_59221,1044,181174,220
contig_59224,347,41101,2039
contig_59227,210,44075,681
contig_59231,1507,278518,562
contig_59232,777,79083,171
contig_59235,1287,87599,38
contig_59236,139,33871,100
contig_59238,438,47018,132
contig_59239,84,30460,4371
contig_5924,2881,431001,78
contig_59241,418,44422,3267
contig_59247,285,40293,755
contig_59249,5229,503682,408
contig_59252,1197,128450,53
contig_59254,1134,67232,15
contig_59255,110,15417,597
contig_59258,3077,381328,272
contig_59263,443,88183,96
contig_59265,755,80109,458
contig_59266,2368,128517,175
contig_59267,820,89742,2910
contig_59270,195,24248,245
contig_59274,493,71895,314
contig_59276,754,111862,335
contig_59281,620,98741,122
contig_59282,1628,137957,1331
contig_59284,4402,578597,114
contig_59285,327,43888,70
contig_59286,331,28985,42
contig_59287,449,47920,25134
contig_59288,2111,157008,511
contig_59293,1776,229967,3332
contig_59294,16124,1623904,317
contig_59295,1363,155598,49
contig_59296,338,37884,178
contig_59300,3692,282855,552
contig_59305,2606,323704,39
contig_5931,421,56386,408
contig_59310,4657,308282,92
contig_59311,786,102801,58
contig_59316,194,20246,373
contig_59317,973,126594,211
contig_59318,1323,120691,386
contig_59319,1507,149208,7227
contig_59320,10549,1304480,1191
contig_59327,4335,645469,103
contig_59328,435,37204,1
contig_5933,132,18203,681
contig_59331,4366,430745,1396
contig_59333,210,33308,70
contig_59335,442,51037,318
contig_59340,597,63349,4737
contig_59346,13436,1456353,26
contig_59347,179,19807,179
contig_59348,1565,114871,45
contig_59351,241,34505,285
contig_59355,119,28917,248
contig_59363,598,87736,1200
contig_59366,1554,130824,220
contig_59367,830,98540,103
contig_59368,433,47022,78
contig_59370,1196,116940,190
contig_59371,678,111689,83
contig_59373,234,34269,109
contig_59374,438,66291,1168
contig_59375,1804,158715,259
contig_59377,271,38482,564
contig_59382,416,46084,684
contig_59383,1260,149481,34
contig_59388,414,67565,34
contig_59392,400,47295,102
contig_59397,656,60464,65
contig_59398,852,74687,133
contig_59400,307,40520,1449
contig_59401,129,39825,36
contig_59406,145,19448,174
contig_59407,240,40603,253
contig_59410,977,137931,188
contig_59412,673,67542,65
contig_59413,449,41785,156
contig_59415,194,50524,327
contig_59416,534,52126,515
contig_59422,831,99964,740
contig_59428,103,23280,240
contig_59429,400,77182,1418
contig_59431,317,43452,9
contig_59434,472,34537,87
contig_59440,686,64911,25
contig_59444,542,57021,2760
contig_59448,527,84667,218
contig_59451,794,84829,1257
contig_59453,1343,207453,39
contig_59454,168,37507,500
contig_59457,3739,536215,487
contig_5946,810,117276,62
contig_59461,386,43506,115
contig_59462,1138,87789,282
contig_59464,3179,317604,42
contig_59465,261,38081,193
contig_59466,3696,261471,247
contig_59469,990,115279,464
contig_59470,551,147214,207
contig_59472,979,124307,16
contig_59474,180,26935,108
contig_59480,2619,154402,294
contig_59482,818,155770,569
contig_59485,1021,119364,906
contig_59488,2068,306450,84
contig_59489,128,26394,157
contig_5949,555,81756,298
contig_59491,1272,147991,35
contig_59493,811,79557,56
contig_59494,2393,233525,360
contig_59496,919,124596,1410
contig_59500,3387,378108,461
contig_59501,970,190101,11563
contig_59502,13267,1736992,566
contig_59504,1324,279929,3269
contig_59508,1354,82425,35
contig_59509,564,111284,1811
contig_59510,1961,251750,2255
contig_59511,396,87008,3642
contig_59513,605,100111,5220
contig_59515,2022,155645,35
contig_59521,333,37521,26
contig_59523,274,26525,357
contig_59525,272,48557,56
contig_59526,488,48585,155
contig_59527,1108,100840,176
contig_59529,1516,175453,7
contig_5953,469,73500,464
contig_59530,8045,621592,306
contig_59531,720,95174,90
contig_59533,2067,152044,163
contig_59537,451,73142,15654
contig_59538,1077,162566,40
contig_5954,507,86362,383
contig_59540,1406,141051,188
contig_59541,1457,142968,233
contig_59545,1228,164381,777
contig_59549,3224,309706,179
contig_59555,1382,148842,258
contig_59556,1748,168567,74
contig_59557,921,77466,42
contig_59559,318,34959,4926
contig_59561,289,24633,333
contig_59563,2833,290791,213
contig_59567,469,31773,1866
contig_59568,13299,1327888,743
contig_59570,196,32354,160
contig_59577,917,86808,2651
contig_59578,846,99961,104
contig_5958,280,36097,35
contig_59580,392,49872,58
contig_59583,441,57112,462
contig_59585,2062,211594,732
contig_59586,3840,415073,702
contig_59590,800,56287,263
contig_59593,2254,195089,82
contig_59595,447,37378,167
contig_59597,425,68108,249
contig_59599,998,174231,72
contig_59603,409,47082,781
contig_59607,1686,235852,644
contig_59609,959,142835,1304
contig_5961,1137,165218,9
contig_59610,187,25463,86
contig_59611,362,45078,11
contig_59614,98,14371,1319
contig_59616,1820,209036,58
contig_59617,174,20783,277
contig_59621,660,113419,297
contig_59622,535,130813,427
contig_59623,1006,150875,333
contig_59629,547,82432,60
contig_59632,594,80447,43
contig_59634,369,45088,136
contig_59636,997,66953,7
contig_59641,106,15053,3848
contig_59642,1735,162710,1703
contig_59644,987,80356,62
contig_59645,53,6279,821
contig_59646,250,39256,128
contig_59647,1174,95053,202
contig_59650,1602,176122,3375
contig_59653,626,45698,726
contig_59654,257,49623,664
contig_59658,941,90031,48
contig_59662,632,101051,5
contig_59664,504,40509,125
contig_59665,773,103566,320
contig_59666,824,111479,99
contig_59669,3727,226391,67
contig_59673,465,44916,121
contig_59674,1120,138406,89
contig_59675,429,47837,1308
contig_59676,1678,208108,958
contig_59677,1780,334223,69
contig_59683,153,25843,7112
contig_59687,8058,713773,364
contig_59689,2217,117895,142
contig_59690,2358,198933,81
contig_59694,482,52786,261
contig_59695,1201,155908,35
contig_59697,410,86076,126
contig_59700,440,59322,142
contig_59701,1679,190139,439
contig_59707,144,23075,250
contig_59710,397,68494,47
contig_59711,292,31325,416
contig_59712,1084,169181,39
contig_59714,974,111018,308
contig_59715,707,74328,130
contig_59716,1657,154277,474
contig_59718,637,34408,111
contig_59721,195,23971,166
contig_59722,868,78756,1940
contig_59726,25605,2735305,275
contig_59727,3989,302572,2784
contig_59729,714,50016,204
contig_59732,978,115570,187
contig_59737,1174,121790,43
contig_59738,172,18267,20976
contig_5974,9036,1004019,305
contig_59741,955,89947,89
contig_59745,361,40729,601
contig_59746,3935,373341,3169
contig_59747,366,62583,69
contig_59751,84,27110,235
contig_59752,2618,344156,202
contig_59756,1223,115172,317
contig_59764,1467,168528,73
contig_59765,424,27209,485
contig_5977,1509,189122,38
contig_59770,1055,103808,200
contig_59775,1135,125581,123
contig_59781,504,56603,68
contig_59785,333,56914,99
contig_59787,392,45835,30258
contig_5979,8752,1017023,164
contig_59791,222,40535,294
contig_59793,1232,113048,366
contig_59794,932,114807,69
contig_598,113,11222,1444
contig_5980,1346,163889,282
contig_59800,2010,194102,73
contig_59812,287,28870,26
contig_59817,342,33488,174
contig_59818,186,17066,141
contig_59820,443,56468,6120
contig_59821,296,14885,71
contig_59823,762,59021,245
contig_59825,653,138643,2378
contig_59827,551,102926,49
contig_59828,814,119687,57
contig_59830,284,27272,88
contig_59832,340,45584,859
contig_59833,9664,785658,59
contig_59837,643,33636,2573
contig_59842,1590,294060,538
contig_59843,928,98090,1
contig_59844,165,17064,341
contig_59847,4335,324751,7188
contig_59849,480,42671,41600
contig_5985,13027,1935206,617
contig_59850,2226,365685,181
contig_59851,451,51976,210
contig_59853,432,45060,228
contig_59854,629,70746,79
contig_59858,534,62643,87
contig_59859,544,58569,1744
contig_5986,2898,345961,122
contig_59863,380,60746,2317
contig_59864,36,8279,84
contig_59866,860,85702,55
contig_59868,1580,159658,21
contig_59869,186,17460,1475
contig_5987,176,29321,325
contig_59883,885,129893,267
contig_59884,681,80565,277
contig_59885,982,59307,41
contig_59886,190,30794,19
contig_59889,343,33486,23562
contig_5989,24411,2837224,2950
contig_59890,313,35294,118
contig_59891,249,31163,169
contig_59894,952,84856,45
contig_59897,507,37605,171
contig_59899,807,97948,167
contig_599,234,55003,1180
contig_59901,164,31289,171
contig_59902,1367,173983,343
contig_59904,1398,92262,195
contig_59905,1068,138541,61
contig_59907,499,55616,44
contig_59909,558,68252,4370
contig_5991,4004,525578,46
contig_59912,303,35045,112
contig_59913,906,93252,456
contig_59914,925,107575,78
contig_59915,300,45707,17
contig_59916,724,49193,217
contig_59918,1342,110689,1885
contig_59919,435,55025,189221
contig_5992,22102,3455559,1859
contig_59923,36544,2147932,50
contig_59929,639,65685,32
contig_59930,324,35569,114
contig_59931,819,93029,83
contig_59934,446,84087,323
contig_59938,1903,278895,543
contig_5994,1683,266987,479
contig_59940,952,79925,172
contig_59942,1131,152342,153
contig_59943,651,104763,27
contig_59944,332,30272,28
contig_59947,365,45583,10177
contig_59949,9629,2113917,264
contig_5995,1320,147236,45
contig_59950,945,54787,117
contig_5996,485,48732,293
contig_59964,1415,148071,285
contig_59966,1123,114013,17919
contig_5997,15477,1728802,84
contig_59970,1532,84404,1142
contig_59971,2614,527499,155
contig_59972,1409,158821,730
contig_59979,1922,198803,175
contig_5998,558,90680,114
contig_59981,997,94974,114
contig_59985,446,46461,1111
contig_59988,5185,575990,24921
contig_5999,5028,517796,41
contig_59995,203,21601,497
contig_59997,1425,174457,394
contig_600,6255,836949,26775
contig_6000,7631,802586,83
contig_60004,1390,112247,294
contig_60007,882,94746,338
contig_60008,1148,76311,196
contig_60009,1475,154853,127
contig_60012,677,76637,20
contig_60013,456,38239,54
contig_60016,320,32998,35
contig_60017,500,66043,207
contig_60019,930,79588,4604
contig_6002,3157,336306,36
contig_60020,104,13470,28
contig_60024,138,36422,180
contig_60027,209,30083,4050
contig_60036,2882,445762,3669
contig_6004,7321,664656,19
contig_60040,247,29613,216
contig_60043,1216,144915,49
contig_60045,583,60280,78
contig_60048,957,113123,10058
contig_6005,7287,765041,68
contig_60050,306,36337,942
contig_60053,287,18838,2099
contig_60054,635,58922,431
contig_60057,785,64973,112
contig_60058,1508,92429,11209
contig_6006,1434,237434,203
contig_60063,1443,100370,180
contig_60065,926,127799,69
contig_60066,442,44312,417
contig_60069,2411,278438,576
contig_6007,532,84869,32
contig_60070,539,61183,12
contig_60071,361,19193,12
contig_60074,1431,115269,34
contig_60076,280,32026,377
contig_60077,1194,138246,30
contig_6008,371,52531,184
contig_60085,251,38412,43
contig_60086,369,32318,1959
contig_6009,7559,762294,234
contig_60090,460,52322,64
contig_60091,412,66347,88
contig_60092,553,55844,2013
contig_60095,244,37994,245
contig_60097,630,70798,82
contig_60098,865,83779,556
contig_60099,1158,127083,376
contig_601,2356,228971,284
contig_60107,464,70031,9061
contig_6011,12664,1172894,139
contig_60113,472,51789,1713
contig_60114,243,52858,362
contig_60115,1801,231856,141
contig_60118,1259,133910,1452
contig_6012,2627,313650,68
contig_60120,532,56734,94805
contig_60121,11225,1162790,753
contig_60124,240,27371,76
contig_60125,303,48517,42
contig_60126,262,30345,7260
contig_6013,5192,630788,53
contig_60131,2337,130918,170
contig_60134,339,38384,417
contig_60135,389,36813,226
contig_60138,640,127671,95
contig_60139,260,36153,420
contig_6014,2363,221160,65
contig_60140,288,33397,48
contig_60141,777,90952,1456
contig_60142,2327,440769,233
contig_60144,124,39338,279
contig_60145,1068,56077,17
contig_60149,598,50675,1775
contig_60151,2328,160592,332
contig_60152,4556,312742,156
contig_60157,367,37707,23
contig_60158,302,35397,8018
contig_6016,25529,2428064,5
contig_60161,193,12879,77
contig_60162,1091,89032,82
contig_60164,456,46298,79
contig_60167,510,63137,100
contig_60169,680,92560,443
contig_60175,5148,480855,132
contig_60176,191,31858,4299
contig_60177,2163,133670,64
contig_60179,206,35492,2799
contig_60180,779,51051,122
contig_60184,1355,134283,198
contig_60187,356,30700,1082
contig_60189,1580,198512,4548
contig_6019,15312,1295216,143
contig_60190,1549,166630,66
contig_60191,1113,90509,219
contig_60192,725,104473,941
contig_60194,1821,187201,170
contig_60195,2398,246595,276
contig_60196,1823,234548,126
contig_60197,869,121568,88
contig_60198,159,27990,301
contig_6020,706,90623,67
contig_60203,251,38170,23
contig_60211,249,27361,77
contig_60213,183,35306,99
contig_60214,862,123720,4725
contig_60215,862,71564,386
contig_60222,284,27031,7
contig_60223,146,25055,47
contig_60224,377,31525,92
contig_60227,1101,99049,973
contig_60228,874,93075,182
contig_60229,2528,354771,1059
contig_60232,3061,303530,146
contig_60233,1624,134982,3
contig_60234,256,23512,74
contig_60238,439,51748,55
contig_60239,361,37831,627
contig_60241,487,111170,537
contig_60243,2115,327828,168
contig_60245,246,50067,330
contig_60246,348,30752,255
contig_60249,616,95006,122
contig_60253,760,80621,1089
contig_60255,6702,634131,312
contig_60256,1737,209055,2280
contig_60257,608,42033,1233
contig_60258,2619,409536,157
contig_60261,286,39321,113
contig_60266,479,106661,4158
contig_60268,4172,661656,98
contig_60269,344,52683,1479
contig_60272,1032,171631,109
contig_60274,473,69043,172
contig_60280,97,8607,3865
contig_60281,174,35737,9
contig_60283,478,62237,8439
contig_60286,270,54881,64
contig_60288,572,58660,32
contig_60289,643,84677,204
contig_60291,1453,141117,32
contig_60294,237,35668,1863
contig_60296,278,39001,59
contig_60297,387,42943,17
contig_60299,358,33372,9875
contig_603,10705,1265815,380
contig_60300,4397,425847,88
contig_60301,235,37143,70
contig_60304,548,59347,65
contig_60305,1458,138321,2572
contig_60308,6496,665406,1370
contig_60312,1013,88898,439
contig_60314,190,58041,613
contig_60315,1657,111449,216
contig_60319,1739,262034,758
contig_60321,699,50155,24
contig_60325,754,45474,30
contig_60327,170,32751,85
contig_60330,223,12142,230
contig_60336,2182,231248,82
contig_60338,243,38256,691
contig_60340,340,31748,174
contig_60345,609,72460,7094
contig_60346,377,40146,280
contig_60347,1637,173988,898
contig_6035,11989,742098,97
contig_60350,158,39235,412
contig_60352,1352,136095,362
contig_60353,1835,203712,168
contig_60354,1632,143170,534
contig_60357,2101,196662,364
contig_60362,4374,459160,108
contig_60363,578,93214,44
contig_60365,333,35816,78
contig_60366,123,21094,33
contig_60369,323,38224,410
contig_6037,1282,205157,1616
contig_60370,987,75679,238
contig_60379,929,113038,685
contig_60381,1257,210724,40
contig_60383,695,82303,317
contig_60384,1114,157466,3074
contig_60387,3339,736630,473
contig_60388,1755,228244,169
contig_60389,427,55463,593
contig_60396,165,23511,19
contig_60398,125,14098,560
contig_6040,14154,939269,131
contig_60400,826,116808,779
contig_60401,383,40082,6245
contig_60402,790,128454,990
contig_60406,166,43559,359
contig_60407,447,84640,212
contig_60412,1317,146818,296
contig_60422,347,32884,29
contig_60424,1780,74807,88
contig_60425,1272,124651,1088
contig_60427,2665,376159,629
contig_60428,783,112128,209
contig_60429,2462,191554,142
contig_60431,557,82967,106
contig_60436,391,36916,1169
contig_60437,398,56167,224
contig_60438,350,53683,26
contig_60439,412,53485,1326
contig_60444,1349,117880,902
contig_60446,245,30414,851
contig_60448,156,14142,87
contig_60449,957,90523,313
contig_6045,901,116040,191
contig_60453,2941,334428,297
contig_60457,1492,161039,283
contig_60462,2164,202573,3531
contig_60466,4975,674741,244
contig_60469,568,105427,44
contig_60472,675,57771,274
contig_60474,3384,270525,145
contig_60478,529,45363,85
contig_60479,560,72004,56
contig_60480,374,33911,342
contig_60481,371,30607,43
contig_60483,713,79843,136
contig_60484,633,57160,127
contig_60488,974,95920,200
contig_60491,605,56940,412
contig_60496,5808,587778,4779
contig_60498,563,84879,797
contig_60503,1241,123628,109
contig_60509,1078,140583,61
contig_60512,417,50842,421
contig_60513,1267,216606,236
contig_60514,359,66770,76
contig_60515,176,22396,16262
contig_60518,13486,1252494,128
contig_60519,267,37562,56
contig_60523,415,42735,120
contig_60524,380,48550,436
contig_60525,519,36511,72
contig_60526,323,39178,11
contig_60527,304,29875,363
contig_60528,1794,171746,179
contig_60529,677,90656,16
contig_60530,249,21503,54
contig_60534,1513,170456,129
contig_60535,932,92093,23
contig_60536,403,28305,81
contig_60538,235,14846,117
contig_60539,563,62773,107
contig_60541,301,37596,1687
contig_60542,568,130802,545
contig_60546,1944,345179,1546
contig_60547,181,9929,137
contig_60549,467,61043,4596
contig_60552,375,43800,123
contig_60553,1158,110273,375
contig_60558,728,113417,1073
contig_60560,438,47864,284
contig_60562,1079,151490,8581
contig_60566,3135,244412,308
contig_60567,2834,240268,12
contig_60568,575,45592,3706
contig_60569,1394,101848,140
contig_60572,2775,286405,81
contig_60575,707,69133,94
contig_60578,205,34217,54
contig_6058,386,41554,300
contig_60581,902,135334,325
contig_60582,210,22627,19
contig_60587,72,9562,36
contig_6059,282,62622,870
contig_60595,1037,194959,66
contig_60596,240,32499,164
contig_60597,1521,194774,612
contig_606,4173,287864,408
contig_6060,861,208569,109
contig_60601,2581,123086,12872
contig_60604,3647,253946,361
contig_60605,1072,167766,789
contig_60609,1018,140612,5232
contig_60610,338,43314,184
contig_60611,609,72214,212
contig_60612,607,67180,263
contig_60614,1835,193784,113
contig_60615,1086,71990,108
contig_60616,755,124011,644
contig_60618,2514,235988,228
contig_60620,210,30176,742
contig_60626,2998,317373,244
contig_60627,2885,256611,82
contig_60628,1439,153500,4
contig_6063,203,20981,180
contig_60631,829,125214,7574
contig_60635,1639,120238,279
contig_60636,1176,153805,8938
contig_60638,727,62535,232
contig_60639,4989,323157,38
contig_60642,432,39691,155
contig_60646,447,37321,195
contig_60647,365,42137,116
contig_6065,723,66583,591
contig_60651,2403,233733,77
contig_60654,228,28647,105
contig_60656,246,34608,881
contig_60659,7990,887571,277
contig_60666,890,170910,4557
contig_60667,757,126650,3050
contig_60669,795,97942,1373
contig_6067,496,57906,223
contig_60670,2627,314784,652
contig_60672,2565,322289,42
contig_60676,482,46403,69
contig_60684,383,53327,30
contig_60688,269,26852,8560
contig_60691,12671,1126082,77
contig_60697,1542,172412,416
contig_6070,1308,150385,4610
contig_60700,84,40236,174
contig_60701,701,60230,39
contig_60703,738,61172,364
contig_60704,2788,291395,271
contig_60705,2042,240399,234
contig_60706,897,121762,6597
contig_60708,11723,1398543,167
contig_6071,1035,162180,4664
contig_60710,4728,758175,74
contig_60711,725,92003,83
contig_60716,174,25277,202
contig_60717,579,37265,358
contig_60719,425,60865,388
contig_6072,1424,212555,408
contig_60720,2160,248990,76
contig_60723,384,42906,443
contig_60724,174,35993,40
contig_60729,568,52448,1046
contig_60734,1123,244739,191
contig_60736,372,46306,158
contig_60738,596,49939,150
contig_60741,3086,226841,238
contig_60743,483,39142,41
contig_60745,612,56084,2147
contig_60752,442,31966,1683
contig_60755,1332,332726,58
contig_60756,829,76361,66
contig_60757,259,43565,75
contig_60758,309,46617,40
contig_60760,505,44597,41
contig_60761,316,41741,493
contig_60763,2318,227250,67
contig_60765,1076,85603,181
contig_60766,157,34882,43
contig_60767,446,52067,138
contig_60768,279,36900,80
contig_60770,753,81358,399
contig_60771,1709,173807,952
contig_60772,2686,390231,452
contig_60776,1742,184208,82
contig_60777,782,70284,125
contig_60778,271,47170,2908
contig_60779,4650,785486,206
contig_60780,805,97587,249
contig_60789,344,59615,61
contig_6079,131,18561,5078
contig_60791,7253,830249,2095
contig_60793,237,38138,374
contig_60796,2107,241937,75
contig_60797,391,43307,1871
contig_60799,770,87594,99
contig_60800,1481,175513,732
contig_60801,3390,201469,259
contig_60802,645,72970,3969
contig_60805,226,34472,56
contig_60812,1304,97588,1640
contig_60815,349,42447,13005
contig_60818,23671,2075851,540
contig_60819,778,137828,831
contig_60820,2938,417201,85
contig_60824,1362,112629,22
contig_60825,1522,134802,361
contig_60832,1021,118296,9
contig_60833,123,11487,896
contig_60834,422,39973,407
contig_60836,2676,328223,738
contig_60837,332,56888,5252
contig_60840,4424,379815,62
contig_60841,321,44107,339
contig_60843,1136,136361,67
contig_60844,486,60316,31
contig_60848,363,71789,419
contig_60851,1611,194410,143
contig_60852,745,71404,214
contig_60853,364,49159,160
contig_60854,791,82865,2020
contig_60855,4263,715986,395
contig_60856,276,47479,296
contig_60857,1838,282793,100
contig_60858,1552,92842,17
contig_60859,229,36441,393
contig_60860,2920,274172,547
contig_60861,2040,244156,91
contig_60863,1640,124564,99
contig_60865,699,74876,196
contig_60868,858,121701,215
contig_60871,403,58902,560
contig_60874,603,85645,328
contig_60880,915,140551,85
contig_60888,291,26641,85
contig_60890,533,43467,108
contig_60893,1259,129665,237
contig_60897,915,132689,523
contig_60898,725,50518,56
contig_60899,503,60415,95
contig_60902,865,98963,207
contig_60911,845,64207,255
contig_60912,478,80579,226
contig_60914,816,88194,613
contig_60916,632,56188,121
contig_60917,414,79425,290
contig_60919,1145,147011,6939
contig_60920,8307,822675,100
contig_60923,302,40352,349
contig_60925,1311,80933,5304
contig_60926,9153,987831,242
contig_60927,775,87512,523
contig_60928,548,101425,57
contig_60929,114,16883,820
contig_60935,870,55333,175
contig_60936,370,49855,882
contig_60940,1270,107163,2361
contig_60941,124,36468,139
contig_60942,539,57114,152
contig_60944,295,42271,198
contig_60946,592,85952,176
